,Date,Home Team,Home Score,Road Team,Road Score,Venue
642,2020-01-20T22:00:00.000Z,MEM,116.0,NOP,126.0,FedEx Forum
643,2020-01-20T22:00:00.000Z,HOU,107.0,OKL,112.0,Toyota Center
644,2020-01-20T22:00:00.000Z,MIA,118.0,SAC,113.0,American Airlines Arena
645,2020-01-20T22:00:00.000Z,CLE,86.0,NYK,106.0,Quicken Loans Arena
646,2020-01-20T22:00:00.000Z,CHA,83.0,ORL,106.0,Spectrum Center
647,2020-01-21T00:30:00.000Z,BOS,139.0,LAL,107.0,TD Garden
648,2020-01-21T01:00:00.000Z,MIN,100.0,DEN,107.0,Target Center
649,2020-01-21T02:00:00.000Z,UTA,118.0,IND,88.0,Vivint Smart Home Arena
650,2020-01-21T02:00:00.000Z,PHX,118.0,SAS,120.0,Talking Stick Resort Arena
651,2020-01-21T03:00:00.000Z,POR,129.0,GSW,124.0,Moda Center
652,2020-01-22T01:30:00.000Z,DAL,107.0,LAC,110.0,American Airlines Center
653,2020-01-23T00:00:00.000Z,ORL,114.0,OKL,120.0,Amway Center
654,2020-01-23T00:00:00.000Z,DET,127.0,SAC,106.0,Little Caesars Arena
655,2020-01-23T00:30:00.000Z,TOR,107.0,PHI,95.0,Scotiabank Arena
656,2020-01-23T00:30:00.000Z,NYK,92.0,LAL,100.0,Madison Square Garden
657,2020-01-23T00:30:00.000Z,MIA,134.0,WAS,129.0,American Airlines Arena
658,2020-01-23T00:30:00.000Z,BOS,119.0,MEM,95.0,TD Garden
659,2020-01-23T00:30:00.000Z,ATL,102.0,LAC,95.0,State Farm Arena
660,2020-01-23T01:00:00.000Z,HOU,121.0,DEN,105.0,Toyota Center
661,2020-01-23T01:00:00.000Z,CHI,117.0,MIN,110.0,United Center
662,2020-01-23T02:00:00.000Z,PHX,87.0,IND,112.0,Talking Stick Resort Arena
663,2020-01-23T02:30:00.000Z,NOP,117.0,SAS,121.0,Smoothie King Center
664,2020-01-23T03:00:00.000Z,GSW,96.0,UTA,129.0,Chase Center
665,2020-01-24T00:00:00.000Z,CLE,112.0,WAS,124.0,Quicken Loans Arena
666,2020-01-24T01:00:00.000Z,BRO,113.0,LAL,128.0,Barclays Center
667,2020-01-24T03:30:00.000Z,POR,125.0,DAL,133.0,Moda Center
668,2020-01-24T20:00:00.000Z,CHA,103.0,MIL,116.0,AccorHotels Arena
669,2020-01-25T00:00:00.000Z,ORL,98.0,BOS,109.0,Amway Center
670,2020-01-25T00:00:00.000Z,DET,112.0,MEM,125.0,Little Caesars Arena
671,2020-01-25T00:30:00.000Z,NYK,112.0,TOR,118.0,Madison Square Garden
672,2020-01-25T01:00:00.000Z,MIN,124.0,HOU,131.0,Target Center
673,2020-01-25T01:00:00.000Z,CHI,81.0,SAC,98.0,United Center
674,2020-01-25T01:00:00.000Z,MIA,117.0,LAC,122.0,American Airlines Arena
675,2020-01-25T01:00:00.000Z,OKL,140.0,ATL,111.0,Chesapeake Energy Arena
676,2020-01-25T01:00:00.000Z,NOP,106.0,DEN,113.0,Smoothie King Center
677,2020-01-25T01:30:00.000Z,SAS,99.0,PHX,103.0,AT&T Center
678,2020-01-25T03:30:00.000Z,GSW,118.0,IND,129.0,Chase Center
679,2020-01-25T22:00:00.000Z,UTA,112.0,DAL,107.0,Vivint Smart Home Arena
680,2020-01-26T00:00:00.000Z,DET,111.0,BRO,121.0,Little Caesars Arena
681,2020-01-26T01:00:00.000Z,MIN,104.0,OKL,113.0,Target Center
682,2020-01-26T01:00:00.000Z,CLE,106.0,CHI,118.0,Quicken Loans Arena
683,2020-01-26T01:30:00.000Z,PHI,108.0,LAL,91.0,Wells Fargo Center
684,2020-01-26T20:30:00.000Z,DEN,117.0,HOU,110.0,Pepsi Center
685,2020-01-26T21:00:00.000Z,SAS,106.0,TOR,110.0,AT&T Center
686,2020-01-26T23:00:00.000Z,NOP,123.0,BOS,108.0,Smoothie King Center
687,2020-01-26T23:00:00.000Z,MEM,114.0,PHX,109.0,FedEx Forum
688,2020-01-26T23:00:00.000Z,ORL,97.0,LAC,112.0,Amway Center
689,2020-01-26T23:00:00.000Z,NYK,110.0,BRO,97.0,Madison Square Garden
690,2020-01-26T23:00:00.000Z,ATL,152.0,WAS,133.0,State Farm Arena
691,2020-01-27T02:00:00.000Z,POR,139.0,IND,129.0,Moda Center
692,2020-01-28T00:00:00.000Z,DET,100.0,CLE,115.0,Little Caesars Arena
693,2020-01-28T00:30:00.000Z,MIA,113.0,ORL,92.0,American Airlines Arena
694,2020-01-28T01:00:00.000Z,OKL,97.0,DAL,107.0,Chesapeake Energy Arena
695,2020-01-28T01:00:00.000Z,MIN,129.0,SAC,133.0,Target Center
696,2020-01-28T01:00:00.000Z,CHI,110.0,SAS,109.0,United Center
697,2020-01-28T02:00:00.000Z,UTA,117.0,HOU,126.0,Vivint Smart Home Arena
698,2020-01-29T00:00:00.000Z,CHA,97.0,NYK,92.0,Spectrum Center
699,2020-01-29T00:30:00.000Z,TOR,130.0,ATL,114.0,Scotiabank Arena
700,2020-01-29T00:30:00.000Z,PHI,115.0,GSW,104.0,Wells Fargo Center
701,2020-01-29T00:30:00.000Z,MIA,101.0,BOS,109.0,American Airlines Arena
702,2020-01-29T00:30:00.000Z,CLE,111.0,NOP,125.0,Quicken Loans Arena
703,2020-01-29T01:00:00.000Z,MIL,151.0,WAS,131.0,Fiserv Forum
704,2020-01-29T01:00:00.000Z,MEM,104.0,DEN,96.0,FedEx Forum
705,2020-01-29T01:30:00.000Z,DAL,104.0,PHX,133.0,American Airlines Center
706,2020-01-30T00:00:00.000Z,IND,115.0,CHI,106.0,Bankers Life Fieldhouse
707,2020-01-30T00:30:00.000Z,NYK,106.0,MEM,127.0,Madison Square Garden
708,2020-01-30T00:30:00.000Z,BRO,125.0,DET,115.0,Barclays Center
709,2020-01-30T01:30:00.000Z,SAS,127.0,UTA,120.0,AT&T Center
710,2020-01-30T03:00:00.000Z,SAC,100.0,OKL,120.0,Golden 1 Center
711,2020-01-30T03:00:00.000Z,POR,125.0,HOU,112.0,Moda Center
712,2020-01-31T00:00:00.000Z,WAS,121.0,CHA,107.0,Capital One Arena
713,2020-01-31T00:00:00.000Z,CLE,109.0,TOR,115.0,Quicken Loans Arena
714,2020-01-31T00:30:00.000Z,ATL,127.0,PHI,117.0,State Farm Arena
715,2020-01-31T01:00:00.000Z,BOS,119.0,GSW,104.0,TD Garden
716,2020-01-31T03:30:00.000Z,LAC,103.0,SAC,124.0,Staples Center
717,2020-01-31T03:30:00.000Z,DEN,106.0,UTA,100.0,Pepsi Center
718,2020-02-01T00:00:00.000Z,DET,92.0,TOR,105.0,Little Caesars Arena
719,2020-02-01T00:30:00.000Z,HOU,128.0,DAL,121.0,Toyota Center
720,2020-02-01T00:30:00.000Z,BRO,133.0,CHI,118.0,Barclays Center
721,2020-02-01T01:00:00.000Z,NOP,139.0,MEM,111.0,Smoothie King Center
722,2020-02-01T02:00:00.000Z,PHX,107.0,OKL,111.0,Talking Stick Resort Arena
723,2020-02-01T02:00:00.000Z,MIL,115.0,DEN,127.0,Fiserv Forum
724,2020-02-01T03:30:00.000Z,LAL,119.0,POR,127.0,Staples Center
725,2020-02-01T20:30:00.000Z,LAC,118.0,MIN,106.0,Staples Center
726,2020-02-02T00:00:00.000Z,ORL,89.0,MIA,102.0,Amway Center
727,2020-02-02T00:00:00.000Z,IND,85.0,NYK,92.0,Bankers Life Fieldhouse
728,2020-02-02T01:00:00.000Z,WAS,113.0,BRO,107.0,Capital One Arena
729,2020-02-02T01:00:00.000Z,CLE,112.0,GSW,131.0,Quicken Loans Arena
730,2020-02-02T01:30:00.000Z,DAL,123.0,ATL,100.0,American Airlines Center
731,2020-02-02T01:30:00.000Z,BOS,116.0,PHI,95.0,TD Garden
732,2020-02-02T02:00:00.000Z,SAS,114.0,CHA,90.0,AT&T Center
733,2020-02-02T03:00:00.000Z,SAC,113.0,LAL,129.0,Golden 1 Center
734,2020-02-02T03:30:00.000Z,POR,124.0,UTA,107.0,Moda Center
735,2020-02-02T17:30:00.000Z,DET,128.0,DEN,123.0,Little Caesars Arena
736,2020-02-02T19:00:00.000Z,MIL,129.0,PHX,108.0,Fiserv Forum
737,2020-02-02T19:00:00.000Z,HOU,117.0,NOP,109.0,Toyota Center
738,2020-02-02T20:00:00.000Z,TOR,129.0,CHI,102.0,Scotiabank Arena
739,2020-02-04T00:00:00.000Z,WAS,117.0,GSW,125.0,Capital One Arena
740,2020-02-04T00:00:00.000Z,IND,103.0,DAL,112.0,Bankers Life Fieldhouse
741,2020-02-04T00:00:00.000Z,CLE,134.0,NYK,139.0,Quicken Loans Arena
742,2020-02-04T00:00:00.000Z,CHA,100.0,ORL,112.0,Spectrum Center
743,2020-02-04T00:30:00.000Z,MIA,137.0,PHI,106.0,American Airlines Arena
744,2020-02-04T00:30:00.000Z,BRO,119.0,PHX,97.0,Barclays Center
745,2020-02-04T00:30:00.000Z,ATL,115.0,BOS,123.0,State Farm Arena
746,2020-02-04T01:00:00.000Z,MEM,96.0,DET,82.0,FedEx Forum
747,2020-02-04T03:00:00.000Z,SAC,113.0,MIN,109.0,Golden 1 Center
748,2020-02-04T03:30:00.000Z,LAC,108.0,SAS,105.0,Staples Center
749,2020-02-05T00:30:00.000Z,NOP,108.0,MIL,120.0,Smoothie King Center
750,2020-02-05T01:00:00.000Z,HOU,125.0,CHA,110.0,Toyota Center
751,2020-02-05T03:00:00.000Z,DEN,127.0,POR,99.0,Pepsi Center
752,2020-02-05T03:30:00.000Z,LAL,129.0,SAS,102.0,Staples Center
753,2020-02-06T00:00:00.000Z,DET,116.0,PHX,108.0,Little Caesars Arena
754,2020-02-06T00:30:00.000Z,TOR,119.0,IND,118.0,Scotiabank Arena
755,2020-02-06T00:30:00.000Z,BRO,129.0,GSW,88.0,Barclays Center
756,2020-02-06T00:30:00.000Z,BOS,116.0,ORL,100.0,TD Garden
757,2020-02-06T01:00:00.000Z,OKL,109.0,CLE,103.0,Chesapeake Energy Arena
758,2020-02-06T01:00:00.000Z,MIN,120.0,ATL,127.0,Target Center
759,2020-02-06T01:30:00.000Z,DAL,107.0,MEM,121.0,American Airlines Center
760,2020-02-06T02:00:00.000Z,UTA,95.0,DEN,98.0,Vivint Smart Home Arena
761,2020-02-06T03:00:00.000Z,LAC,128.0,MIA,111.0,Staples Center
762,2020-02-07T00:30:00.000Z,NYK,105.0,ORL,103.0,Madison Square Garden
763,2020-02-07T01:00:00.000Z,MIL,112.0,PHI,101.0,Fiserv Forum
764,2020-02-07T01:00:00.000Z,CHI,119.0,NOP,125.0,United Center
765,2020-02-07T03:00:00.000Z,POR,125.0,SAS,117.0,Moda Center
766,2020-02-07T03:30:00.000Z,LAL,111.0,HOU,121.0,Staples Center
767,2020-02-08T00:00:00.000Z,WAS,119.0,DAL,118.0,Capital One Arena
768,2020-02-08T00:00:00.000Z,PHI,119.0,MEM,107.0,Wells Fargo Center
769,2020-02-08T00:30:00.000Z,BOS,112.0,ATL,107.0,TD Garden
770,2020-02-08T01:00:00.000Z,OKL,108.0,DET,101.0,Chesapeake Energy Arena
771,2020-02-08T01:00:00.000Z,IND,106.0,TOR,115.0,Bankers Life Fieldhouse
772,2020-02-08T02:00:00.000Z,PHX,127.0,HOU,91.0,Talking Stick Resort Arena
773,2020-02-08T03:00:00.000Z,SAC,105.0,MIA,97.0,Golden 1 Center
774,2020-02-08T03:30:00.000Z,UTA,117.0,POR,114.0,Vivint Smart Home Arena
775,2020-02-08T22:00:00.000Z,ORL,95.0,MIL,111.0,Amway Center
776,2020-02-09T00:00:00.000Z,DET,92.0,NYK,95.0,Little Caesars Arena
777,2020-02-09T00:00:00.000Z,CHA,100.0,DAL,116.0,Spectrum Center
778,2020-02-09T00:30:00.000Z,TOR,119.0,BRO,118.0,Scotiabank Arena
779,2020-02-09T00:30:00.000Z,IND,117.0,NOP,124.0,Bankers Life Fieldhouse
780,2020-02-09T01:00:00.000Z,MIN,142.0,LAC,115.0,Target Center
781,2020-02-09T01:30:00.000Z,GSW,120.0,LAL,125.0,Chase Center
782,2020-02-09T02:00:00.000Z,PHX,108.0,DEN,117.0,Talking Stick Resort Arena
783,2020-02-09T03:00:00.000Z,SAC,122.0,SAS,102.0,Golden 1 Center
784,2020-02-09T20:30:00.000Z,OKL,111.0,BOS,112.0,Chesapeake Energy Arena
785,2020-02-09T23:00:00.000Z,WAS,99.0,MEM,106.0,Capital One Arena
786,2020-02-09T23:00:00.000Z,PHI,118.0,CHI,111.0,Wells Fargo Center
787,2020-02-09T23:00:00.000Z,ATL,140.0,NYK,135.0,State Farm Arena
788,2020-02-10T00:00:00.000Z,HOU,113.0,UTA,114.0,Toyota Center
789,2020-02-10T00:30:00.000Z,CLE,92.0,LAC,133.0,Quicken Loans Arena
790,2020-02-10T02:00:00.000Z,POR,115.0,MIA,109.0,Moda Center
791,2020-02-11T00:00:00.000Z,ORL,135.0,ATL,126.0,Amway Center
792,2020-02-11T00:00:00.000Z,IND,105.0,BRO,106.0,Bankers Life Fieldhouse
793,2020-02-11T00:00:00.000Z,DET,76.0,CHA,87.0,Little Caesars Arena
794,2020-02-11T00:30:00.000Z,TOR,137.0,MIN,126.0,Scotiabank Arena
795,2020-02-11T01:00:00.000Z,MIL,123.0,SAC,111.0,Fiserv Forum
796,2020-02-11T01:30:00.000Z,DAL,119.0,UTA,123.0,American Airlines Center
797,2020-02-11T02:00:00.000Z,DEN,127.0,SAS,120.0,Pepsi Center
798,2020-02-11T03:30:00.000Z,LAL,125.0,PHX,100.0,Staples Center
799,2020-02-11T03:30:00.000Z,GSW,101.0,MIA,113.0,Chase Center
800,2020-02-12T00:00:00.000Z,WAS,126.0,CHI,114.0,Capital One Arena
801,2020-02-12T00:00:00.000Z,PHI,110.0,LAC,103.0,Wells Fargo Center
802,2020-02-12T01:00:00.000Z,OKL,106.0,SAS,114.0,Chesapeake Energy Arena
803,2020-02-12T01:00:00.000Z,NOP,138.0,POR,117.0,Smoothie King Center
804,2020-02-12T02:30:00.000Z,HOU,116.0,BOS,105.0,Toyota Center
805,2020-02-13T00:00:00.000Z,ORL,116.0,DET,112.0,Amway Center
806,2020-02-13T00:00:00.000Z,CLE,127.0,ATL,105.0,Quicken Loans Arena
807,2020-02-13T00:30:00.000Z,NYK,96.0,WAS,114.0,Madison Square Garden
808,2020-02-13T00:30:00.000Z,IND,118.0,MIL,111.0,Bankers Life Fieldhouse
809,2020-02-13T00:30:00.000Z,BRO,101.0,TOR,91.0,Barclays Center
810,2020-02-13T01:00:00.000Z,MIN,108.0,CHA,115.0,Target Center
811,2020-02-13T01:00:00.000Z,MEM,111.0,POR,104.0,FedEx Forum
812,2020-02-13T01:30:00.000Z,DAL,130.0,SAC,111.0,American Airlines Center
813,2020-02-13T02:00:00.000Z,UTA,116.0,MIA,101.0,Vivint Smart Home Arena
814,2020-02-13T02:00:00.000Z,PHX,112.0,GSW,106.0,Talking Stick Resort Arena
815,2020-02-13T03:00:00.000Z,DEN,116.0,LAL,120.0,Pepsi Center
816,2020-02-14T01:00:00.000Z,NOP,118.0,OKL,123.0,Smoothie King Center
817,2020-02-14T01:00:00.000Z,BOS,141.0,LAC,133.0,TD Garden
818,2020-02-21T00:00:00.000Z,DET,106.0,MIL,126.0,Little Caesars Arena
819,2020-02-21T00:30:00.000Z,ATL,129.0,MIA,124.0,State Farm Arena
820,2020-02-21T01:00:00.000Z,CHI,93.0,CHA,103.0,United Center
821,2020-02-21T01:00:00.000Z,PHI,112.0,BRO,104.0,Wells Fargo Center
822,2020-02-21T03:00:00.000Z,SAC,129.0,MEM,125.0,Golden 1 Center
823,2020-02-21T03:30:00.000Z,GSW,105.0,HOU,135.0,Chase Center
824,2020-02-22T00:00:00.000Z,WAS,108.0,CLE,113.0,Capital One Arena
825,2020-02-22T00:00:00.000Z,ORL,106.0,DAL,122.0,Amway Center
826,2020-02-22T00:30:00.000Z,TOR,118.0,PHX,101.0,Scotiabank Arena
827,2020-02-22T00:30:00.000Z,NYK,98.0,IND,106.0,Madison Square Garden
828,2020-02-22T01:00:00.000Z,OKL,113.0,DEN,101.0,Chesapeake Energy Arena
829,2020-02-22T01:00:00.000Z,MIN,117.0,BOS,127.0,Target Center
830,2020-02-22T02:00:00.000Z,UTA,104.0,SAS,113.0,Vivint Smart Home Arena
831,2020-02-22T03:30:00.000Z,POR,115.0,NOP,128.0,Moda Center
832,2020-02-22T03:30:00.000Z,LAL,117.0,MEM,105.0,Staples Center
833,2020-02-22T20:30:00.000Z,LAC,103.0,SAC,112.0,Staples Center
834,2020-02-23T00:00:00.000Z,CHA,86.0,BRO,115.0,Spectrum Center
835,2020-02-23T00:30:00.000Z,ATL,111.0,DAL,107.0,State Farm Arena
836,2020-02-23T01:00:00.000Z,CHI,104.0,PHX,112.0,United Center
837,2020-02-23T01:00:00.000Z,MIA,124.0,CLE,105.0,American Airlines Arena
838,2020-02-23T01:30:00.000Z,MIL,119.0,PHI,98.0,Fiserv Forum
839,2020-02-23T02:00:00.000Z,UTA,110.0,HOU,120.0,Vivint Smart Home Arena
840,2020-02-23T20:30:00.000Z,LAL,114.0,BOS,112.0,Staples Center
841,2020-02-23T23:00:00.000Z,DEN,128.0,MIN,116.0,Pepsi Center
842,2020-02-23T23:00:00.000Z,TOR,127.0,IND,81.0,Scotiabank Arena
843,2020-02-24T00:00:00.000Z,OKL,131.0,SAS,103.0,Chesapeake Energy Arena
844,2020-02-24T00:00:00.000Z,CHI,126.0,WAS,117.0,United Center
845,2020-02-24T01:30:00.000Z,GSW,101.0,NOP,115.0,Chase Center
846,2020-02-24T02:00:00.000Z,POR,107.0,DET,104.0,Moda Center
847,2020-02-25T00:00:00.000Z,WAS,134.0,MIL,137.0,Capital One Arena
848,2020-02-25T00:00:00.000Z,PHI,129.0,ATL,112.0,Wells Fargo Center
849,2020-02-25T00:00:00.000Z,CLE,125.0,MIA,119.0,Quicken Loans Arena
850,2020-02-25T00:30:00.000Z,BRO,113.0,ORL,115.0,Barclays Center
851,2020-02-25T01:00:00.000Z,HOU,123.0,NYK,112.0,Toyota Center
852,2020-02-25T01:30:00.000Z,DAL,139.0,MIN,123.0,American Airlines Center
853,2020-02-25T02:00:00.000Z,UTA,111.0,PHX,131.0,Vivint Smart Home Arena
854,2020-02-25T03:30:00.000Z,LAC,124.0,MEM,97.0,Staples Center
855,2020-02-26T00:00:00.000Z,IND,119.0,CHA,80.0,Bankers Life Fieldhouse
856,2020-02-26T00:30:00.000Z,TOR,97.0,MIL,108.0,Scotiabank Arena
857,2020-02-26T01:00:00.000Z,CHI,122.0,OKL,124.0,United Center
858,2020-02-26T02:00:00.000Z,DEN,115.0,DET,98.0,Pepsi Center
859,2020-02-26T03:00:00.000Z,POR,106.0,BOS,118.0,Moda Center
860,2020-02-26T03:00:00.000Z,LAL,118.0,NOP,109.0,Staples Center
861,2020-02-26T03:30:00.000Z,GSW,94.0,SAC,112.0,Chase Center
862,2020-02-27T00:00:00.000Z,WAS,110.0,BRO,106.0,Capital One Arena
863,2020-02-27T00:00:00.000Z,CLE,108.0,PHI,94.0,Quicken Loans Arena
864,2020-02-27T00:00:00.000Z,CHA,107.0,NYK,101.0,Spectrum Center
865,2020-02-27T00:30:00.000Z,SAS,103.0,DAL,109.0,AT&T Center
866,2020-02-27T00:30:00.000Z,MIA,126.0,MIN,129.0,American Airlines Arena
867,2020-02-27T00:30:00.000Z,ATL,120.0,ORL,130.0,State Farm Arena
868,2020-02-27T01:00:00.000Z,HOU,140.0,MEM,112.0,Toyota Center
869,2020-02-27T02:00:00.000Z,PHX,92.0,LAC,102.0,Talking Stick Resort Arena
870,2020-02-27T03:30:00.000Z,UTA,103.0,BOS,114.0,Vivint Smart Home Arena
871,2020-02-28T00:00:00.000Z,PHI,115.0,NYK,106.0,Wells Fargo Center
872,2020-02-28T01:00:00.000Z,OKL,112.0,SAC,108.0,Chesapeake Energy Arena
873,2020-02-28T01:00:00.000Z,IND,106.0,POR,100.0,Bankers Life Fieldhouse
874,2020-02-28T03:30:00.000Z,GSW,86.0,LAL,116.0,Chase Center
875,2020-02-29T00:00:00.000Z,ORL,136.0,MIN,125.0,Amway Center
876,2020-02-29T00:30:00.000Z,TOR,96.0,CHA,99.0,Scotiabank Arena
877,2020-02-29T00:30:00.000Z,ATL,141.0,BRO,118.0,State Farm Arena
878,2020-02-29T01:00:00.000Z,NOP,116.0,CLE,104.0,Smoothie King Center
879,2020-02-29T01:00:00.000Z,MIL,133.0,OKL,86.0,Fiserv Forum
880,2020-02-29T01:00:00.000Z,MEM,101.0,SAC,104.0,FedEx Forum
881,2020-02-29T01:00:00.000Z,MIA,126.0,DAL,118.0,American Airlines Arena
882,2020-02-29T02:00:00.000Z,UTA,129.0,WAS,119.0,Vivint Smart Home Arena
883,2020-02-29T02:00:00.000Z,PHX,111.0,DET,113.0,Talking Stick Resort Arena
884,2020-02-29T03:30:00.000Z,LAC,132.0,DEN,103.0,Staples Center
885,2020-02-29T22:00:00.000Z,NYK,125.0,CHI,115.0,Madison Square Garden
886,2020-03-01T00:30:00.000Z,MIA,116.0,BRO,113.0,American Airlines Arena
887,2020-03-01T00:30:00.000Z,ATL,129.0,POR,117.0,State Farm Arena
888,2020-03-01T01:00:00.000Z,MEM,105.0,LAL,88.0,FedEx Forum
889,2020-03-01T01:00:00.000Z,CLE,104.0,IND,113.0,Quicken Loans Arena
890,2020-03-01T01:30:00.000Z,SAS,114.0,ORL,113.0,AT&T Center
891,2020-03-01T01:30:00.000Z,BOS,110.0,HOU,111.0,TD Garden
892,2020-03-01T02:00:00.000Z,PHX,99.0,GSW,115.0,Talking Stick Resort Arena
893,2020-03-01T18:00:00.000Z,CHA,85.0,MIL,93.0,Spectrum Center
894,2020-03-01T20:30:00.000Z,LAC,136.0,PHI,130.0,Staples Center
895,2020-03-01T20:30:00.000Z,MIN,91.0,DAL,111.0,Target Center
896,2020-03-01T23:00:00.000Z,SAC,106.0,DET,100.0,Golden 1 Center
897,2020-03-01T23:00:00.000Z,DEN,133.0,TOR,118.0,Pepsi Center
898,2020-03-02T01:00:00.000Z,NOP,114.0,LAL,122.0,Smoothie King Center
899,2020-03-02T01:30:00.000Z,GSW,110.0,WAS,124.0,Chase Center
900,2020-03-03T00:00:00.000Z,ORL,107.0,POR,130.0,Amway Center
901,2020-03-03T00:00:00.000Z,NYK,125.0,HOU,123.0,Madison Square Garden
902,2020-03-03T00:00:00.000Z,CLE,113.0,UTA,126.0,Quicken Loans Arena
903,2020-03-03T00:30:00.000Z,MIA,105.0,MIL,89.0,American Airlines Arena
904,2020-03-03T00:30:00.000Z,ATL,88.0,MEM,127.0,State Farm Arena
905,2020-03-03T01:00:00.000Z,CHI,109.0,DAL,107.0,United Center
906,2020-03-03T01:30:00.000Z,SAS,111.0,IND,116.0,AT&T Center
907,2020-03-04T00:00:00.000Z,CHA,103.0,SAS,104.0,Spectrum Center
908,2020-03-04T00:30:00.000Z,BOS,120.0,BRO,129.0,TD Garden
909,2020-03-04T01:00:00.000Z,OKL,94.0,LAC,109.0,Chesapeake Energy Arena
910,2020-03-04T01:00:00.000Z,NOP,134.0,MIN,139.0,Smoothie King Center
911,2020-03-04T02:00:00.000Z,PHX,114.0,TOR,123.0,Talking Stick Resort Arena
912,2020-03-04T02:00:00.000Z,DEN,100.0,GSW,116.0,Pepsi Center
913,2020-03-04T03:00:00.000Z,SAC,133.0,WAS,126.0,Golden 1 Center
914,2020-03-04T03:00:00.000Z,LAL,120.0,PHI,107.0,Staples Center
915,2020-03-05T00:00:00.000Z,MIL,119.0,IND,100.0,Fiserv Forum
916,2020-03-05T00:00:00.000Z,DET,107.0,OKL,114.0,Little Caesars Arena
917,2020-03-05T00:00:00.000Z,CLE,106.0,BOS,112.0,Quicken Loans Arena
918,2020-03-05T00:30:00.000Z,NYK,104.0,UTA,112.0,Madison Square Garden
919,2020-03-05T00:30:00.000Z,BRO,79.0,MEM,118.0,Barclays Center
920,2020-03-05T00:30:00.000Z,MIA,116.0,ORL,113.0,American Airlines Arena
921,2020-03-05T01:00:00.000Z,MIN,115.0,CHI,108.0,Target Center
922,2020-03-05T02:30:00.000Z,DAL,127.0,NOP,123.0,American Airlines Center
923,2020-03-05T03:00:00.000Z,POR,125.0,WAS,104.0,Moda Center
924,2020-03-06T00:00:00.000Z,CHA,112.0,DEN,114.0,Spectrum Center
925,2020-03-06T01:00:00.000Z,HOU,105.0,LAC,120.0,Toyota Center
926,2020-03-06T03:00:00.000Z,SAC,108.0,PHI,125.0,Golden 1 Center
927,2020-03-06T03:30:00.000Z,GSW,113.0,TOR,121.0,Chase Center
928,2020-03-07T00:00:00.000Z,WAS,118.0,ATL,112.0,Capital One Arena
929,2020-03-07T00:30:00.000Z,NYK,103.0,OKL,126.0,Madison Square Garden
930,2020-03-07T00:30:00.000Z,BRO,139.0,SAS,120.0,Barclays Center
931,2020-03-07T01:00:00.000Z,NOP,110.0,MIA,104.0,Smoothie King Center
932,2020-03-07T01:00:00.000Z,MIN,118.0,ORL,132.0,Target Center
933,2020-03-07T01:00:00.000Z,CHI,102.0,IND,108.0,United Center
934,2020-03-07T01:00:00.000Z,BOS,94.0,UTA,99.0,TD Garden
935,2020-03-07T01:30:00.000Z,DAL,121.0,MEM,96.0,American Airlines Center
936,2020-03-07T02:00:00.000Z,PHX,127.0,POR,117.0,Talking Stick Resort Arena
937,2020-03-07T03:30:00.000Z,LAL,113.0,MIL,103.0,Staples Center
938,2020-03-07T22:00:00.000Z,CHA,108.0,HOU,99.0,Spectrum Center
939,2020-03-08T00:00:00.000Z,DET,105.0,UTA,111.0,Little Caesars Arena
940,2020-03-08T00:30:00.000Z,CLE,104.0,DEN,102.0,Quicken Loans Arena
941,2020-03-08T01:00:00.000Z,MEM,118.0,ATL,101.0,FedEx Forum
942,2020-03-08T01:30:00.000Z,GSW,118.0,PHI,114.0,Chase Center
943,2020-03-08T03:00:00.000Z,POR,111.0,SAC,123.0,Moda Center
944,2020-03-08T19:00:00.000Z,BRO,110.0,CHI,107.0,Barclays Center
945,2020-03-08T19:30:00.000Z,LAC,103.0,LAL,112.0,Staples Center
946,2020-03-08T19:30:00.000Z,MIN,107.0,NOP,120.0,Target Center
947,2020-03-08T22:00:00.000Z,PHX,140.0,MIL,131.0,Talking Stick Resort Arena
948,2020-03-08T22:00:00.000Z,BOS,104.0,OKL,105.0,TD Garden
949,2020-03-08T23:00:00.000Z,HOU,106.0,ORL,126.0,Toyota Center
950,2020-03-08T23:00:00.000Z,DAL,109.0,IND,112.0,American Airlines Center
951,2020-03-08T23:00:00.000Z,WAS,89.0,MIA,100.0,Capital One Arena
952,2020-03-08T23:30:00.000Z,NYK,96.0,DET,84.0,Madison Square Garden
953,2020-03-08T23:30:00.000Z,CLE,132.0,SAS,129.0,Quicken Loans Arena
954,2020-03-09T01:00:00.000Z,SAC,113.0,TOR,118.0,Golden 1 Center
955,2020-03-09T23:30:00.000Z,ATL,143.0,CHA,138.0,State Farm Arena
956,2020-03-10T01:00:00.000Z,UTA,92.0,TOR,101.0,Vivint Smart Home Arena
957,2020-03-10T01:00:00.000Z,DEN,109.0,MIL,95.0,Pepsi Center
958,2020-03-10T23:00:00.000Z,WAS,122.0,NYK,115.0,Capital One Arena
959,2020-03-10T23:00:00.000Z,IND,111.0,BOS,114.0,Bankers Life Fieldhouse
960,2020-03-11T00:00:00.000Z,SAS,119.0,DAL,109.0,AT&T Center
961,2020-03-11T00:00:00.000Z,MEM,115.0,ORL,120.0,FedEx Forum
962,2020-03-11T00:00:00.000Z,HOU,117.0,MIN,111.0,Toyota Center
963,2020-03-11T00:00:00.000Z,CHI,108.0,CLE,103.0,United Center
