,Date,Home Team,Home Score,Road Team,Road Score,Venue
319,2019-12-07T00:00:00.000Z,DET,108.0,IND,101.0,Little Caesars Arena
320,2019-12-07T00:00:00.000Z,CLE,87.0,ORL,93.0,Quicken Loans Arena
321,2019-12-07T00:00:00.000Z,CHA,104.0,BRO,111.0,Spectrum Center
322,2019-12-07T01:00:00.000Z,OKL,139.0,MIN,127.0,Chesapeake Energy Arena
323,2019-12-07T01:00:00.000Z,CHI,98.0,GSW,100.0,United Center
324,2019-12-07T01:00:00.000Z,MIA,112.0,WAS,103.0,American Airlines Arena
325,2019-12-07T01:00:00.000Z,BOS,108.0,DEN,95.0,TD Garden
326,2019-12-07T01:30:00.000Z,SAS,105.0,SAC,104.0,AT&T Center
327,2019-12-07T01:30:00.000Z,MIL,119.0,LAC,91.0,Fiserv Forum
328,2019-12-07T03:30:00.000Z,POR,113.0,LAL,136.0,Moda Center
329,2019-12-07T19:00:00.000Z,DAL,130.0,NOP,84.0,American Airlines Center
330,2019-12-08T00:30:00.000Z,PHI,141.0,CLE,94.0,Wells Fargo Center
331,2019-12-08T00:30:00.000Z,NYK,103.0,IND,104.0,Madison Square Garden
332,2019-12-08T01:00:00.000Z,HOU,115.0,PHX,109.0,Toyota Center
333,2019-12-08T03:00:00.000Z,UTA,126.0,MEM,112.0,Vivint Smart Home Arena
334,2019-12-08T20:00:00.000Z,BRO,105.0,DEN,102.0,Barclays Center
335,2019-12-08T22:00:00.000Z,CHA,107.0,ATL,122.0,Spectrum Center
336,2019-12-08T23:00:00.000Z,WAS,119.0,LAC,135.0,Capital One Arena
337,2019-12-08T23:00:00.000Z,PHI,110.0,TOR,104.0,Wells Fargo Center
338,2019-12-08T23:00:00.000Z,MIA,110.0,CHI,105.0,American Airlines Arena
339,2019-12-09T00:00:00.000Z,DAL,106.0,SAC,110.0,American Airlines Center
340,2019-12-09T02:00:00.000Z,POR,96.0,OKL,108.0,Moda Center
341,2019-12-09T02:30:00.000Z,LAL,142.0,MIN,125.0,Staples Center
342,2019-12-10T00:00:00.000Z,IND,99.0,LAC,110.0,Bankers Life Fieldhouse
343,2019-12-10T00:30:00.000Z,BOS,110.0,CLE,88.0,TD Garden
344,2019-12-10T01:00:00.000Z,NOP,103.0,DET,105.0,Smoothie King Center
345,2019-12-10T01:00:00.000Z,MIL,110.0,ORL,101.0,Fiserv Forum
346,2019-12-10T01:00:00.000Z,HOU,118.0,SAC,119.0,Toyota Center
347,2019-12-10T01:00:00.000Z,CHI,92.0,TOR,93.0,United Center
348,2019-12-10T02:00:00.000Z,UTA,90.0,OKL,104.0,Vivint Smart Home Arena
349,2019-12-10T02:00:00.000Z,PHX,125.0,MIN,109.0,Talking Stick Resort Arena
350,2019-12-10T03:30:00.000Z,GSW,102.0,MEM,110.0,Chase Center
351,2019-12-11T00:00:00.000Z,CHA,114.0,WAS,107.0,Spectrum Center
352,2019-12-11T01:00:00.000Z,MIA,135.0,ATL,121.0,American Airlines Arena
353,2019-12-11T01:00:00.000Z,PHI,97.0,DEN,92.0,Wells Fargo Center
354,2019-12-11T03:00:00.000Z,POR,115.0,NYK,87.0,Moda Center
355,2019-12-12T00:00:00.000Z,TOR,92.0,LAC,112.0,Scotiabank Arena
356,2019-12-12T00:00:00.000Z,ORL,87.0,LAL,96.0,Amway Center
357,2019-12-12T00:00:00.000Z,IND,122.0,BOS,117.0,Bankers Life Fieldhouse
358,2019-12-12T00:00:00.000Z,CLE,110.0,HOU,116.0,Quicken Loans Arena
359,2019-12-12T00:30:00.000Z,BRO,108.0,CHA,113.0,Barclays Center
360,2019-12-12T01:00:00.000Z,MIN,116.0,UTA,127.0,Target Center
361,2019-12-12T01:00:00.000Z,CHI,136.0,ATL,102.0,United Center
362,2019-12-12T02:00:00.000Z,PHX,108.0,MEM,115.0,Talking Stick Resort Arena
363,2019-12-12T02:30:00.000Z,MIL,127.0,NOP,112.0,Fiserv Forum
364,2019-12-12T03:00:00.000Z,SAC,94.0,OKL,93.0,Golden 1 Center
365,2019-12-12T03:30:00.000Z,GSW,122.0,NYK,124.0,Chase Center
366,2019-12-13T01:00:00.000Z,BOS,109.0,PHI,115.0,TD Garden
367,2019-12-13T01:30:00.000Z,SAS,109.0,CLE,117.0,AT&T Center
368,2019-12-13T02:00:00.000Z,DET,111.0,DAL,122.0,Little Caesars Arena
369,2019-12-13T03:30:00.000Z,DEN,114.0,POR,99.0,Pepsi Center
370,2019-12-14T00:00:00.000Z,MIA,110.0,LAL,113.0,American Airlines Arena
371,2019-12-14T00:00:00.000Z,PHI,116.0,NOP,109.0,Wells Fargo Center
372,2019-12-14T00:00:00.000Z,ORL,107.0,HOU,130.0,Amway Center
373,2019-12-14T00:30:00.000Z,ATL,100.0,IND,110.0,State Farm Arena
374,2019-12-14T01:00:00.000Z,MEM,114.0,MIL,127.0,FedEx Forum
375,2019-12-14T01:00:00.000Z,CHI,73.0,CHA,83.0,United Center
376,2019-12-14T02:00:00.000Z,UTA,114.0,GSW,106.0,Vivint Smart Home Arena
377,2019-12-14T02:30:00.000Z,MIN,117.0,LAC,124.0,Target Center
378,2019-12-14T03:00:00.000Z,SAC,101.0,NYK,103.0,Golden 1 Center
379,2019-12-14T22:00:00.000Z,PHX,119.0,SAS,121.0,Talking Stick Resort Arena
380,2019-12-15T00:30:00.000Z,TOR,110.0,BRO,102.0,Scotiabank Arena
381,2019-12-15T01:00:00.000Z,MEM,128.0,WAS,111.0,FedEx Forum
382,2019-12-15T01:00:00.000Z,CHI,109.0,LAC,106.0,United Center
383,2019-12-15T01:30:00.000Z,MIL,125.0,CLE,108.0,Fiserv Forum
384,2019-12-15T01:30:00.000Z,DAL,118.0,MIA,122.0,American Airlines Center
385,2019-12-15T02:00:00.000Z,DEN,110.0,OKL,102.0,Pepsi Center
386,2019-12-15T02:00:00.000Z,HOU,107.0,DET,115.0,Toyota Center
387,2019-12-15T20:30:00.000Z,NOP,119.0,ORL,130.0,Smoothie King Center
388,2019-12-15T22:00:00.000Z,IND,107.0,CHA,85.0,Bankers Life Fieldhouse
389,2019-12-15T23:00:00.000Z,BRO,109.0,PHI,89.0,Barclays Center
390,2019-12-15T23:00:00.000Z,ATL,96.0,LAL,101.0,State Farm Arena
391,2019-12-16T01:00:00.000Z,DEN,111.0,NYK,105.0,Pepsi Center
392,2019-12-16T01:30:00.000Z,GSW,79.0,SAC,100.0,Chase Center
393,2019-12-17T00:00:00.000Z,DET,119.0,WAS,133.0,Little Caesars Arena
394,2019-12-17T00:30:00.000Z,TOR,133.0,CLE,113.0,Scotiabank Arena
395,2019-12-17T01:00:00.000Z,OKL,109.0,CHI,106.0,Chesapeake Energy Arena
396,2019-12-17T01:00:00.000Z,MIL,116.0,DAL,120.0,Fiserv Forum
397,2019-12-17T01:00:00.000Z,MEM,118.0,MIA,111.0,FedEx Forum
398,2019-12-17T01:00:00.000Z,HOU,109.0,SAS,107.0,Toyota Center
399,2019-12-17T02:00:00.000Z,PHX,110.0,POR,111.0,Talking Stick Resort Arena
400,2019-12-18T00:00:00.000Z,IND,105.0,LAL,102.0,Bankers Life Fieldhouse
401,2019-12-18T00:00:00.000Z,CHA,110.0,SAC,102.0,Spectrum Center
402,2019-12-18T00:30:00.000Z,NYK,143.0,ATL,120.0,Madison Square Garden
403,2019-12-18T01:00:00.000Z,NOP,101.0,BRO,108.0,Smoothie King Center
404,2019-12-18T02:00:00.000Z,UTA,109.0,ORL,102.0,Vivint Smart Home Arena
405,2019-12-18T03:30:00.000Z,LAC,120.0,PHX,99.0,Staples Center
406,2019-12-19T00:00:00.000Z,PHI,104.0,MIA,108.0,Wells Fargo Center
407,2019-12-19T00:00:00.000Z,WAS,109.0,CHI,110.0,Capital One Arena
408,2019-12-19T00:00:00.000Z,DET,99.0,TOR,112.0,Little Caesars Arena
409,2019-12-19T00:00:00.000Z,CLE,100.0,CHA,98.0,Quicken Loans Arena
410,2019-12-19T01:00:00.000Z,OKL,126.0,MEM,122.0,Chesapeake Energy Arena
411,2019-12-19T01:00:00.000Z,MIN,99.0,NOP,107.0,Target Center
412,2019-12-19T02:00:00.000Z,DEN,113.0,ORL,104.0,Pepsi Center
413,2019-12-19T02:30:00.000Z,DAL,103.0,BOS,109.0,American Airlines Center
414,2019-12-19T03:00:00.000Z,POR,122.0,GSW,112.0,Moda Center
415,2019-12-20T00:30:00.000Z,ATL,106.0,UTA,111.0,State Farm Arena
416,2019-12-20T01:00:00.000Z,MIL,111.0,LAL,104.0,Fiserv Forum
417,2019-12-20T01:30:00.000Z,SAS,118.0,BRO,105.0,AT&T Center
418,2019-12-20T03:30:00.000Z,LAC,117.0,HOU,122.0,Staples Center
419,2019-12-21T00:00:00.000Z,IND,119.0,SAC,105.0,Bankers Life Fieldhouse
420,2019-12-21T00:00:00.000Z,CLE,114.0,MEM,107.0,Quicken Loans Arena
421,2019-12-21T00:30:00.000Z,TOR,122.0,WAS,118.0,Scotiabank Arena
422,2019-12-21T00:30:00.000Z,BOS,114.0,DET,93.0,TD Garden
423,2019-12-21T01:00:00.000Z,OKL,126.0,PHX,108.0,Chesapeake Energy Arena
424,2019-12-21T01:00:00.000Z,PHI,98.0,DAL,117.0,Wells Fargo Center
425,2019-12-21T01:00:00.000Z,MIA,129.0,NYK,114.0,American Airlines Arena
426,2019-12-21T02:00:00.000Z,DEN,109.0,MIN,100.0,Pepsi Center
427,2019-12-21T03:00:00.000Z,POR,118.0,ORL,103.0,Moda Center
428,2019-12-21T03:30:00.000Z,GSW,106.0,NOP,102.0,Chase Center
429,2019-12-21T22:00:00.000Z,CHA,107.0,UTA,114.0,Spectrum Center
430,2019-12-21T23:00:00.000Z,BRO,122.0,ATL,112.0,Barclays Center
431,2019-12-22T00:00:00.000Z,PHI,125.0,WAS,108.0,Wells Fargo Center
432,2019-12-22T00:00:00.000Z,DET,107.0,CHI,119.0,Little Caesars Arena
433,2019-12-22T00:30:00.000Z,NYK,102.0,MIL,123.0,Madison Square Garden
434,2019-12-22T01:00:00.000Z,MEM,119.0,SAC,115.0,FedEx Forum
435,2019-12-22T01:30:00.000Z,SAS,109.0,LAC,134.0,AT&T Center
436,2019-12-22T02:00:00.000Z,PHX,125.0,HOU,139.0,Talking Stick Resort Arena
437,2019-12-22T03:00:00.000Z,POR,113.0,MIN,106.0,Moda Center
438,2019-12-22T20:30:00.000Z,TOR,110.0,DAL,107.0,Scotiabank Arena
439,2019-12-22T23:00:00.000Z,BOS,119.0,CHA,93.0,TD Garden
440,2019-12-23T00:00:00.000Z,OKL,118.0,LAC,112.0,Chesapeake Energy Arena
441,2019-12-23T00:00:00.000Z,MIL,117.0,IND,89.0,Fiserv Forum
442,2019-12-23T02:30:00.000Z,LAL,104.0,DEN,128.0,Staples Center
443,2019-12-24T00:00:00.000Z,ORL,103.0,CHI,95.0,Amway Center
444,2019-12-24T00:00:00.000Z,NYK,115.0,WAS,121.0,Madison Square Garden
445,2019-12-24T00:00:00.000Z,IND,120.0,TOR,115.0,Bankers Life Fieldhouse
446,2019-12-24T00:00:00.000Z,DET,109.0,PHI,125.0,Little Caesars Arena
447,2019-12-24T00:00:00.000Z,CLE,121.0,ATL,118.0,Quicken Loans Arena
448,2019-12-24T00:30:00.000Z,MIA,107.0,UTA,104.0,American Airlines Arena
449,2019-12-24T01:00:00.000Z,MEM,115.0,SAS,145.0,FedEx Forum
450,2019-12-24T02:00:00.000Z,PHX,111.0,DEN,113.0,Talking Stick Resort Arena
451,2019-12-24T03:00:00.000Z,SAC,104.0,HOU,113.0,Golden 1 Center
452,2019-12-24T03:00:00.000Z,POR,94.0,NOP,102.0,Moda Center
453,2019-12-24T03:30:00.000Z,GSW,113.0,MIN,104.0,Chase Center
454,2019-12-25T17:00:00.000Z,TOR,102.0,BOS,118.0,Scotiabank Arena
455,2019-12-25T19:30:00.000Z,PHI,121.0,MIL,109.0,Wells Fargo Center
456,2019-12-25T22:00:00.000Z,GSW,116.0,HOU,104.0,Chase Center
457,2019-12-26T01:00:00.000Z,LAL,106.0,LAC,111.0,Staples Center
458,2019-12-26T03:30:00.000Z,DEN,100.0,NOP,112.0,Pepsi Center
459,2019-12-27T00:00:00.000Z,DET,132.0,WAS,102.0,Little Caesars Arena
460,2019-12-27T00:30:00.000Z,BRO,82.0,NYK,94.0,Barclays Center
461,2019-12-27T01:00:00.000Z,DAL,102.0,SAS,98.0,American Airlines Center
462,2019-12-27T01:00:00.000Z,OKL,97.0,MEM,110.0,Chesapeake Energy Arena
463,2019-12-27T03:00:00.000Z,SAC,104.0,MIN,105.0,Golden 1 Center
464,2019-12-27T03:30:00.000Z,UTA,121.0,POR,115.0,Vivint Smart Home Arena
465,2019-12-27T21:00:00.000Z,BOS,129.0,CLE,117.0,TD Garden
466,2019-12-28T00:00:00.000Z,ORL,98.0,PHI,97.0,Amway Center
467,2019-12-28T00:00:00.000Z,CHA,102.0,OKL,104.0,Spectrum Center
468,2019-12-28T00:30:00.000Z,ATL,86.0,MIL,112.0,State Farm Arena
469,2019-12-28T01:00:00.000Z,MIA,113.0,IND,112.0,American Airlines Arena
470,2019-12-28T03:30:00.000Z,GSW,105.0,PHX,96.0,Chase Center
471,2019-12-28T22:00:00.000Z,DEN,119.0,MEM,110.0,Pepsi Center
472,2019-12-29T00:00:00.000Z,NOP,120.0,IND,98.0,Smoothie King Center
473,2019-12-29T00:00:00.000Z,BOS,97.0,TOR,113.0,TD Garden
474,2019-12-29T01:00:00.000Z,MIN,88.0,CLE,94.0,Target Center
475,2019-12-29T01:00:00.000Z,HOU,108.0,BRO,98.0,Toyota Center
476,2019-12-29T01:00:00.000Z,CHI,116.0,ATL,81.0,United Center
477,2019-12-29T01:00:00.000Z,WAS,100.0,NYK,107.0,Capital One Arena
478,2019-12-29T01:00:00.000Z,MIA,117.0,PHI,116.0,American Airlines Arena
479,2019-12-29T01:30:00.000Z,GSW,121.0,DAL,141.0,Chase Center
480,2019-12-29T01:30:00.000Z,SAS,136.0,DET,109.0,AT&T Center
481,2019-12-29T01:30:00.000Z,MIL,111.0,ORL,100.0,Fiserv Forum
482,2019-12-29T02:00:00.000Z,SAC,110.0,PHX,112.0,Golden 1 Center
483,2019-12-29T03:00:00.000Z,POR,120.0,LAL,128.0,Moda Center
484,2019-12-29T03:30:00.000Z,LAC,107.0,UTA,120.0,Staples Center
485,2019-12-29T23:00:00.000Z,TOR,97.0,OKL,98.0,Scotiabank Arena
486,2019-12-30T01:00:00.000Z,DEN,120.0,SAC,115.0,Pepsi Center
487,2019-12-30T01:00:00.000Z,NOP,127.0,HOU,112.0,Smoothie King Center
488,2019-12-30T01:00:00.000Z,MEM,117.0,CHA,104.0,FedEx Forum
489,2019-12-30T02:30:00.000Z,LAL,108.0,DAL,95.0,Staples Center
490,2019-12-31T00:00:00.000Z,WAS,123.0,MIA,105.0,Capital One Arena
491,2019-12-31T00:00:00.000Z,ORL,93.0,ATL,101.0,Amway Center
492,2019-12-31T01:00:00.000Z,MIN,122.0,BRO,115.0,Target Center
493,2019-12-31T01:00:00.000Z,CHI,102.0,MIL,123.0,United Center
494,2019-12-31T02:00:00.000Z,UTA,104.0,DET,81.0,Vivint Smart Home Arena
495,2019-12-31T03:00:00.000Z,POR,116.0,PHX,122.0,Moda Center
496,2019-12-31T20:00:00.000Z,IND,115.0,PHI,97.0,Bankers Life Fieldhouse
497,2019-12-31T20:00:00.000Z,CHA,92.0,BOS,109.0,Spectrum Center
498,2019-12-31T22:00:00.000Z,SAC,87.0,LAC,105.0,Golden 1 Center
499,2020-01-01T00:00:00.000Z,SAS,117.0,GSW,113.0,AT&T Center
500,2020-01-01T00:00:00.000Z,HOU,130.0,DEN,104.0,Toyota Center
501,2020-01-01T00:00:00.000Z,TOR,117.0,CLE,97.0,Scotiabank Arena
502,2020-01-01T01:00:00.000Z,OKL,106.0,DAL,101.0,Chesapeake Energy Arena
503,2020-01-01T23:00:00.000Z,WAS,101.0,ORL,122.0,Capital One Arena
504,2020-01-02T00:30:00.000Z,NYK,117.0,POR,93.0,Madison Square Garden
505,2020-01-02T01:00:00.000Z,MIL,106.0,MIN,104.0,Fiserv Forum
506,2020-01-02T03:30:00.000Z,LAL,117.0,PHX,107.0,Staples Center
507,2020-01-03T00:00:00.000Z,IND,116.0,DEN,124.0,Bankers Life Fieldhouse
508,2020-01-03T00:00:00.000Z,CLE,106.0,CHA,109.0,Quicken Loans Arena
509,2020-01-03T00:30:00.000Z,MIA,84.0,TOR,76.0,American Airlines Arena
510,2020-01-03T01:00:00.000Z,MIN,99.0,GSW,84.0,Target Center
511,2020-01-03T01:00:00.000Z,CHI,98.0,UTA,102.0,United Center
512,2020-01-03T01:30:00.000Z,SAS,103.0,OKL,109.0,AT&T Center
513,2020-01-03T01:30:00.000Z,DAL,123.0,BRO,111.0,American Airlines Center
514,2020-01-03T03:00:00.000Z,SAC,128.0,MEM,123.0,Golden 1 Center
515,2020-01-03T03:30:00.000Z,LAC,126.0,DET,112.0,Staples Center
516,2020-01-04T00:00:00.000Z,WAS,103.0,POR,122.0,Capital One Arena
517,2020-01-04T00:00:00.000Z,ORL,105.0,MIA,85.0,Amway Center
518,2020-01-04T00:00:00.000Z,BOS,109.0,ATL,106.0,TD Garden
519,2020-01-04T01:00:00.000Z,HOU,118.0,PHI,108.0,Toyota Center
520,2020-01-04T02:00:00.000Z,PHX,120.0,NYK,112.0,Talking Stick Resort Arena
521,2020-01-04T03:30:00.000Z,LAL,123.0,NOP,113.0,Staples Center
522,2020-01-04T20:30:00.000Z,LAC,114.0,MEM,140.0,Staples Center
523,2020-01-04T23:00:00.000Z,BRO,102.0,TOR,121.0,Barclays Center
524,2020-01-05T00:00:00.000Z,ORL,96.0,UTA,109.0,Amway Center
525,2020-01-05T00:30:00.000Z,CLE,106.0,OKL,121.0,Quicken Loans Arena
526,2020-01-05T00:30:00.000Z,ATL,116.0,IND,111.0,State Farm Arena
527,2020-01-05T01:00:00.000Z,CHI,104.0,BOS,111.0,United Center
528,2020-01-05T01:00:00.000Z,WAS,128.0,DEN,114.0,Capital One Arena
529,2020-01-05T01:30:00.000Z,GSW,104.0,DET,111.0,Chase Center
530,2020-01-05T01:30:00.000Z,MIL,127.0,SAS,118.0,Fiserv Forum
531,2020-01-05T01:30:00.000Z,DAL,120.0,CHA,123.0,American Airlines Center
532,2020-01-05T03:00:00.000Z,SAC,115.0,NOP,117.0,Golden 1 Center
533,2020-01-05T20:30:00.000Z,LAC,135.0,NYK,132.0,Staples Center
534,2020-01-05T23:00:00.000Z,MIA,122.0,POR,111.0,American Airlines Arena
535,2020-01-06T00:30:00.000Z,CLE,103.0,MIN,118.0,Quicken Loans Arena
536,2020-01-06T01:00:00.000Z,PHX,114.0,MEM,121.0,Talking Stick Resort Arena
537,2020-01-06T03:00:00.000Z,LAL,106.0,DET,99.0,Staples Center
538,2020-01-07T00:00:00.000Z,WAS,99.0,BOS,94.0,Capital One Arena
539,2020-01-07T00:00:00.000Z,PHI,120.0,OKL,113.0,Wells Fargo Center
540,2020-01-07T00:00:00.000Z,ORL,101.0,BRO,89.0,Amway Center
541,2020-01-07T00:00:00.000Z,CHA,104.0,IND,115.0,Spectrum Center
542,2020-01-07T00:30:00.000Z,ATL,115.0,DEN,123.0,State Farm Arena
543,2020-01-07T01:00:00.000Z,NOP,126.0,UTA,128.0,Smoothie King Center
544,2020-01-07T01:30:00.000Z,SAS,126.0,MIL,104.0,AT&T Center
545,2020-01-07T01:30:00.000Z,DAL,118.0,CHI,110.0,American Airlines Center
546,2020-01-07T03:00:00.000Z,SAC,111.0,GSW,98.0,Golden 1 Center
547,2020-01-08T00:00:00.000Z,TOR,99.0,POR,101.0,Scotiabank Arena
548,2020-01-08T00:00:00.000Z,CLE,113.0,DET,115.0,Quicken Loans Arena
549,2020-01-08T00:30:00.000Z,BRO,103.0,OKL,111.0,Barclays Center
550,2020-01-08T01:00:00.000Z,MEM,119.0,MIN,112.0,FedEx Forum
551,2020-01-08T02:00:00.000Z,PHX,103.0,SAC,114.0,Talking Stick Resort Arena
552,2020-01-08T03:30:00.000Z,LAL,117.0,NYK,87.0,Staples Center
553,2020-01-09T00:00:00.000Z,ORL,123.0,WAS,89.0,Amway Center
554,2020-01-09T00:00:00.000Z,IND,108.0,MIA,122.0,Bankers Life Fieldhouse
555,2020-01-09T00:00:00.000Z,CHA,110.0,TOR,112.0,Spectrum Center
556,2020-01-09T00:00:00.000Z,BOS,114.0,SAS,129.0,TD Garden
557,2020-01-09T00:30:00.000Z,DAL,106.0,DEN,107.0,American Airlines Center
558,2020-01-09T00:30:00.000Z,ATL,115.0,HOU,122.0,State Farm Arena
559,2020-01-09T01:00:00.000Z,NOP,123.0,CHI,108.0,Smoothie King Center
560,2020-01-09T02:00:00.000Z,UTA,128.0,NYK,104.0,Vivint Smart Home Arena
561,2020-01-09T03:00:00.000Z,GSW,98.0,MIL,107.0,Chase Center
562,2020-01-10T00:00:00.000Z,PHI,109.0,BOS,98.0,Wells Fargo Center
563,2020-01-10T00:00:00.000Z,DET,112.0,CLE,115.0,Little Caesars Arena
564,2020-01-10T01:00:00.000Z,MIN,116.0,POR,102.0,Target Center
565,2020-01-10T02:30:00.000Z,OKL,113.0,HOU,92.0,Chesapeake Energy Arena
566,2020-01-11T00:00:00.000Z,WAS,111.0,ATL,101.0,Capital One Arena
567,2020-01-11T00:15:00.000Z,NYK,111.0,NOP,123.0,Madison Square Garden
568,2020-01-11T00:30:00.000Z,BRO,117.0,MIA,113.0,Barclays Center
569,2020-01-11T01:00:00.000Z,MEM,134.0,SAS,121.0,FedEx Forum
570,2020-01-11T01:00:00.000Z,CHI,105.0,IND,116.0,United Center
571,2020-01-11T02:00:00.000Z,UTA,109.0,CHA,92.0,Vivint Smart Home Arena
572,2020-01-11T02:00:00.000Z,PHX,98.0,ORL,94.0,Talking Stick Resort Arena
573,2020-01-11T02:45:00.000Z,DAL,114.0,LAL,129.0,American Airlines Center
574,2020-01-11T03:00:00.000Z,SAC,106.0,MIL,127.0,Golden 1 Center
575,2020-01-11T03:30:00.000Z,LAC,109.0,GSW,100.0,Staples Center
576,2020-01-11T22:00:00.000Z,HOU,139.0,MIN,109.0,Toyota Center
577,2020-01-12T00:00:00.000Z,DET,99.0,CHI,108.0,Little Caesars Arena
578,2020-01-12T00:00:00.000Z,BOS,140.0,NOP,105.0,TD Garden
579,2020-01-12T01:00:00.000Z,OKL,110.0,LAL,125.0,Chesapeake Energy Arena
580,2020-01-12T01:30:00.000Z,DAL,109.0,PHI,91.0,American Airlines Center
581,2020-01-12T02:00:00.000Z,DEN,103.0,CLE,111.0,Pepsi Center
582,2020-01-12T03:00:00.000Z,POR,101.0,MIL,122.0,Moda Center
583,2020-01-12T20:30:00.000Z,WAS,116.0,UTA,127.0,Capital One Arena
584,2020-01-12T20:30:00.000Z,NYK,124.0,MIA,121.0,Madison Square Garden
585,2020-01-12T23:00:00.000Z,MEM,122.0,GSW,102.0,FedEx Forum
586,2020-01-12T23:00:00.000Z,TOR,104.0,SAS,105.0,Scotiabank Arena
587,2020-01-12T23:00:00.000Z,BRO,108.0,ATL,86.0,Barclays Center
588,2020-01-13T01:00:00.000Z,PHX,100.0,CHA,92.0,Talking Stick Resort Arena
589,2020-01-13T01:00:00.000Z,DEN,114.0,LAC,104.0,Pepsi Center
590,2020-01-14T00:00:00.000Z,IND,101.0,PHI,95.0,Bankers Life Fieldhouse
591,2020-01-14T00:00:00.000Z,DET,110.0,NOP,117.0,Little Caesars Arena
592,2020-01-14T00:30:00.000Z,BOS,113.0,CHI,101.0,TD Garden
593,2020-01-14T01:00:00.000Z,MIN,104.0,OKL,117.0,Target Center
594,2020-01-14T03:00:00.000Z,SAC,112.0,ORL,114.0,Golden 1 Center
595,2020-01-14T03:00:00.000Z,POR,115.0,CHA,112.0,Moda Center
596,2020-01-14T03:30:00.000Z,LAL,128.0,CLE,99.0,Staples Center
597,2020-01-15T00:30:00.000Z,BRO,107.0,UTA,118.0,Barclays Center
598,2020-01-15T00:30:00.000Z,ATL,123.0,PHX,110.0,State Farm Arena
599,2020-01-15T01:00:00.000Z,MIL,128.0,NYK,102.0,Fiserv Forum
600,2020-01-15T01:00:00.000Z,MEM,121.0,HOU,110.0,FedEx Forum
601,2020-01-15T03:30:00.000Z,LAC,128.0,CLE,103.0,Staples Center
602,2020-01-15T03:30:00.000Z,GSW,97.0,DAL,124.0,Chase Center
603,2020-01-16T00:00:00.000Z,PHI,117.0,BRO,106.0,Wells Fargo Center
604,2020-01-16T00:00:00.000Z,BOS,103.0,DET,116.0,TD Garden
605,2020-01-16T00:30:00.000Z,MIA,106.0,SAS,100.0,American Airlines Arena
606,2020-01-16T01:00:00.000Z,OKL,121.0,TOR,130.0,Chesapeake Energy Arena
607,2020-01-16T01:00:00.000Z,MIN,99.0,IND,104.0,Target Center
608,2020-01-16T01:00:00.000Z,CHI,115.0,WAS,106.0,United Center
609,2020-01-16T02:00:00.000Z,DEN,100.0,CHA,86.0,Pepsi Center
610,2020-01-16T02:30:00.000Z,HOU,107.0,POR,117.0,Toyota Center
611,2020-01-16T03:00:00.000Z,SAC,123.0,DAL,127.0,Golden 1 Center
612,2020-01-16T03:30:00.000Z,LAL,118.0,ORL,119.0,Staples Center
613,2020-01-17T00:30:00.000Z,NYK,98.0,PHX,121.0,Madison Square Garden
614,2020-01-17T01:00:00.000Z,NOP,138.0,UTA,132.0,Smoothie King Center
615,2020-01-17T01:00:00.000Z,MIL,128.0,BOS,123.0,Fiserv Forum
616,2020-01-17T03:30:00.000Z,LAC,122.0,ORL,95.0,Staples Center
617,2020-01-17T03:30:00.000Z,GSW,131.0,DEN,134.0,Chase Center
618,2020-01-18T00:00:00.000Z,TOR,140.0,WAS,111.0,Scotiabank Arena
619,2020-01-18T00:00:00.000Z,PHI,100.0,CHI,89.0,Wells Fargo Center
620,2020-01-18T00:00:00.000Z,IND,116.0,MIN,114.0,Bankers Life Fieldhouse
621,2020-01-18T01:00:00.000Z,OKL,108.0,MIA,115.0,Chesapeake Energy Arena
622,2020-01-18T01:00:00.000Z,MEM,113.0,CLE,109.0,FedEx Forum
623,2020-01-18T01:30:00.000Z,SAS,120.0,ATL,121.0,AT&T Center
624,2020-01-18T02:30:00.000Z,DAL,120.0,POR,112.0,American Airlines Center
625,2020-01-18T20:30:00.000Z,NOP,130.0,LAC,133.0,Smoothie King Center
626,2020-01-18T23:00:00.000Z,BRO,97.0,MIL,117.0,Barclays Center
627,2020-01-19T00:00:00.000Z,BOS,119.0,PHX,123.0,TD Garden
628,2020-01-19T00:30:00.000Z,NYK,87.0,PHI,90.0,Madison Square Garden
629,2020-01-19T00:30:00.000Z,ATL,103.0,DET,136.0,State Farm Arena
630,2020-01-19T01:00:00.000Z,MIN,112.0,TOR,122.0,Target Center
631,2020-01-19T01:00:00.000Z,CHI,118.0,CLE,116.0,United Center
632,2020-01-19T01:30:00.000Z,GSW,109.0,ORL,95.0,Chase Center
633,2020-01-19T01:30:00.000Z,HOU,115.0,LAL,124.0,Toyota Center
634,2020-01-19T02:00:00.000Z,UTA,123.0,SAC,101.0,Vivint Smart Home Arena
635,2020-01-19T02:00:00.000Z,OKL,119.0,POR,106.0,Chesapeake Energy Arena
636,2020-01-19T20:00:00.000Z,SAS,107.0,MIA,102.0,AT&T Center
637,2020-01-20T01:00:00.000Z,DEN,107.0,IND,115.0,Pepsi Center
638,2020-01-20T19:00:00.000Z,WAS,106.0,DET,100.0,Capital One Arena
639,2020-01-20T19:30:00.000Z,ATL,117.0,TOR,122.0,State Farm Arena
640,2020-01-20T20:00:00.000Z,BRO,111.0,PHI,117.0,Barclays Center
641,2020-01-20T22:00:00.000Z,MIL,111.0,CHI,98.0,Fiserv Forum
