,Date,Home Team,Home Score,Road Team,Road Score,Venue
709,2019-01-24T00:30:00.000Z,NYK,110,HOU,114,Madison Square Garden
710,2019-01-24T01:00:00.000Z,PHI,122,SAS,120,Wells Fargo Center
711,2019-01-24T01:00:00.000Z,CHI,101,ATL,121,United Center
712,2019-01-24T01:00:00.000Z,MEM,107,CHA,118,FedEx Forum
713,2019-01-24T01:00:00.000Z,NOP,94,DET,98,Smoothie King Center
714,2019-01-24T03:30:00.000Z,UTA,114,DEN,108,Vivint Smart Home Arena
715,2019-01-25T01:00:00.000Z,WAS,118,GSW,126,Capital One Arena
716,2019-01-25T01:00:00.000Z,OKL,122,NOP,116,Chesapeake Energy Arena
717,2019-01-25T02:00:00.000Z,PHX,106,POR,120,Talking Stick Resort Arena
718,2019-01-25T03:30:00.000Z,LAL,105,MIN,120,Staples Center
719,2019-01-26T00:00:00.000Z,ORL,91,WAS,95,Amway Center
720,2019-01-26T00:30:00.000Z,BRO,109,NYK,99,Barclays Center
721,2019-01-26T00:30:00.000Z,CLE,94,MIA,100,Quicken Loans Arena
722,2019-01-26T01:00:00.000Z,CHI,101,LAC,106,United Center
723,2019-01-26T01:00:00.000Z,HOU,121,TOR,119,Toyota Center
724,2019-01-26T01:00:00.000Z,MEM,96,SAC,99,FedEx Forum
725,2019-01-26T01:30:00.000Z,DAL,106,DET,101,American Airlines Center
726,2019-01-26T01:30:00.000Z,MIL,108,CHA,99,Fiserv Forum
727,2019-01-26T02:00:00.000Z,DEN,132,PHX,95,Pepsi Center
728,2019-01-26T02:00:00.000Z,UTA,106,MIN,102,Vivint Smart Home Arena
729,2019-01-26T23:00:00.000Z,NOP,114,SAS,126,Smoothie King Center
730,2019-01-27T01:00:00.000Z,MEM,106,IND,103,FedEx Forum
731,2019-01-27T01:30:00.000Z,BOS,111,GSW,115,TD Garden
732,2019-01-27T02:00:00.000Z,DEN,126,PHI,110,Pepsi Center
733,2019-01-27T03:00:00.000Z,POR,120,ATL,111,Moda Center
734,2019-01-27T20:30:00.000Z,CHI,101,CLE,104,United Center
735,2019-01-27T20:30:00.000Z,LAC,122,SAC,108,Staples Center
736,2019-01-27T23:00:00.000Z,OKL,118,MIL,112,Chesapeake Energy Arena
737,2019-01-28T00:00:00.000Z,HOU,103,ORL,98,Toyota Center
738,2019-01-28T00:00:00.000Z,DAL,120,TOR,123,American Airlines Center
739,2019-01-28T00:00:00.000Z,MIN,111,UTA,125,Target Center
740,2019-01-28T00:00:00.000Z,SAS,132,WAS,119,AT&T Center
741,2019-01-28T00:30:00.000Z,NYK,97,MIA,106,Madison Square Garden
742,2019-01-28T02:30:00.000Z,LAL,116,PHX,102,Staples Center
743,2019-01-29T00:00:00.000Z,CHA,101,NYK,92,Spectrum Center
744,2019-01-29T00:00:00.000Z,IND,100,GSW,132,Bankers Life Fieldhouse
745,2019-01-29T00:30:00.000Z,BOS,112,BRO,104,TD Garden
746,2019-01-29T01:00:00.000Z,MEM,92,DEN,95,FedEx Forum
747,2019-01-29T03:30:00.000Z,LAC,118,ATL,123,Staples Center
748,2019-01-30T00:00:00.000Z,CLE,116,WAS,113,Quicken Loans Arena
749,2019-01-30T00:00:00.000Z,DET,105,MIL,115,Little Caesars Arena
750,2019-01-30T00:00:00.000Z,ORL,117,OKL,126,Amway Center
751,2019-01-30T00:30:00.000Z,BRO,122,CHI,117,Barclays Center
752,2019-01-30T01:00:00.000Z,HOU,116,NOP,121,Toyota Center
753,2019-01-30T01:30:00.000Z,SAS,126,PHX,124,AT&T Center
754,2019-01-30T03:30:00.000Z,LAL,105,PHI,121,Staples Center
755,2019-01-31T00:30:00.000Z,BOS,126,CHA,94,TD Garden
756,2019-01-31T00:30:00.000Z,MIA,89,CHI,105,American Airlines Arena
757,2019-01-31T00:30:00.000Z,NYK,90,DAL,114,Madison Square Garden
758,2019-01-31T01:00:00.000Z,WAS,107,IND,89,Capital One Arena
759,2019-01-31T01:00:00.000Z,MIN,99,MEM,97,Target Center
760,2019-01-31T01:00:00.000Z,NOP,99,DEN,105,Smoothie King Center
761,2019-01-31T03:00:00.000Z,SAC,135,ATL,113,Golden 1 Center
762,2019-01-31T03:30:00.000Z,POR,132,UTA,105,Moda Center
763,2019-02-01T00:00:00.000Z,DET,93,DAL,89,Little Caesars Arena
764,2019-02-01T00:00:00.000Z,ORL,107,IND,100,Amway Center
765,2019-02-01T01:00:00.000Z,TOR,92,MIL,105,Scotiabank Arena
766,2019-02-01T01:30:00.000Z,SAS,117,BRO,114,AT&T Center
767,2019-02-01T03:30:00.000Z,GSW,104,PHI,113,Oracle Arena
768,2019-02-01T03:30:00.000Z,LAC,120,LAL,123,Staples Center
769,2019-02-02T00:00:00.000Z,CHA,100,MEM,92,Spectrum Center
770,2019-02-02T00:30:00.000Z,NYK,99,BOS,113,Madison Square Garden
771,2019-02-02T01:00:00.000Z,MIA,102,OKL,118,American Airlines Arena
772,2019-02-02T02:00:00.000Z,UTA,128,ATL,112,Vivint Smart Home Arena
773,2019-02-02T03:00:00.000Z,DEN,136,HOU,122,Pepsi Center
774,2019-02-02T22:00:00.000Z,DET,101,LAC,111,Little Caesars Arena
775,2019-02-03T00:00:00.000Z,CHA,125,CHI,118,Spectrum Center
776,2019-02-03T00:00:00.000Z,ORL,102,BRO,89,Amway Center
777,2019-02-03T00:00:00.000Z,WAS,115,MIL,131,Capital One Arena
778,2019-02-03T00:30:00.000Z,CLE,98,DAL,111,Quicken Loans Arena
779,2019-02-03T00:30:00.000Z,MIA,88,IND,95,American Airlines Arena
780,2019-02-03T01:30:00.000Z,SAS,113,NOP,108,AT&T Center
781,2019-02-03T01:30:00.000Z,GSW,115,LAL,101,Oracle Arena
782,2019-02-03T02:00:00.000Z,MIN,106,DEN,107,Target Center
783,2019-02-03T02:00:00.000Z,PHX,112,ATL,118,Talking Stick Resort Arena
784,2019-02-03T02:00:00.000Z,UTA,98,HOU,125,Vivint Smart Home Arena
785,2019-02-03T03:00:00.000Z,SAC,115,PHI,108,Golden 1 Center
786,2019-02-03T18:00:00.000Z,NYK,84,MEM,96,Madison Square Garden
787,2019-02-03T19:00:00.000Z,BOS,134,OKL,129,TD Garden
788,2019-02-03T20:00:00.000Z,TOR,121,LAC,103,Scotiabank Arena
789,2019-02-05T00:00:00.000Z,DET,129,DEN,103,Little Caesars Arena
790,2019-02-05T00:00:00.000Z,WAS,129,ATL,137,Capital One Arena
791,2019-02-05T00:30:00.000Z,BRO,94,MIL,113,Barclays Center
792,2019-02-05T01:00:00.000Z,NOP,107,IND,109,Smoothie King Center
793,2019-02-05T02:00:00.000Z,PHX,110,HOU,118,Talking Stick Resort Arena
794,2019-02-05T03:00:00.000Z,SAC,127,SAS,112,Golden 1 Center
795,2019-02-06T00:00:00.000Z,CHA,115,LAC,117,Spectrum Center
796,2019-02-06T00:00:00.000Z,CLE,96,BOS,103,Quicken Loans Arena
797,2019-02-06T00:00:00.000Z,IND,136,LAL,94,Bankers Life Fieldhouse
798,2019-02-06T00:30:00.000Z,NYK,92,DET,105,Madison Square Garden
799,2019-02-06T01:00:00.000Z,PHI,107,TOR,119,Wells Fargo Center
800,2019-02-06T01:00:00.000Z,MEM,108,MIN,106,FedEx Forum
801,2019-02-06T01:00:00.000Z,OKL,132,ORL,122,Chesapeake Energy Arena
802,2019-02-06T03:30:00.000Z,POR,108,MIA,118,Moda Center
803,2019-02-07T00:30:00.000Z,BRO,135,DEN,130,Barclays Center
804,2019-02-07T01:00:00.000Z,CHI,120,NOP,125,United Center
805,2019-02-07T01:00:00.000Z,MIL,148,WAS,129,Fiserv Forum
806,2019-02-07T01:30:00.000Z,DAL,99,CHA,93,American Airlines Center
807,2019-02-07T02:00:00.000Z,UTA,116,PHX,88,Vivint Smart Home Arena
808,2019-02-07T03:00:00.000Z,SAC,101,HOU,127,Golden 1 Center
809,2019-02-07T03:30:00.000Z,GSW,141,SAS,102,Oracle Arena
810,2019-02-08T00:00:00.000Z,IND,116,LAC,92,Bankers Life Fieldhouse
811,2019-02-08T00:00:00.000Z,ORL,122,MIN,112,Amway Center
812,2019-02-08T00:30:00.000Z,ATL,101,TOR,119,State Farm Arena
813,2019-02-08T01:00:00.000Z,BOS,128,LAL,129,TD Garden
814,2019-02-08T01:00:00.000Z,OKL,117,MEM,95,Chesapeake Energy Arena
815,2019-02-08T03:30:00.000Z,POR,127,SAS,118,Moda Center
816,2019-02-09T00:00:00.000Z,DET,120,NYK,103,Little Caesars Arena
817,2019-02-09T00:00:00.000Z,PHI,117,DEN,110,Wells Fargo Center
818,2019-02-09T00:00:00.000Z,WAS,119,CLE,106,Capital One Arena
819,2019-02-09T00:30:00.000Z,BRO,106,CHI,125,Barclays Center
820,2019-02-09T01:30:00.000Z,DAL,107,MIL,122,American Airlines Center
821,2019-02-09T02:00:00.000Z,PHX,107,GSW,117,Talking Stick Resort Arena
822,2019-02-09T02:30:00.000Z,NOP,122,MIN,117,Smoothie King Center
823,2019-02-09T03:00:00.000Z,SAC,102,MIA,96,Golden 1 Center
824,2019-02-09T22:00:00.000Z,UTA,125,SAS,105,Vivint Smart Home Arena
825,2019-02-10T00:00:00.000Z,IND,105,CLE,90,Bankers Life Fieldhouse
826,2019-02-10T00:30:00.000Z,ATL,120,CHA,129,State Farm Arena
827,2019-02-10T00:30:00.000Z,NYK,99,TOR,104,Madison Square Garden
828,2019-02-10T01:00:00.000Z,BOS,112,LAC,123,TD Garden
829,2019-02-10T01:00:00.000Z,CHI,125,WAS,134,United Center
830,2019-02-10T01:00:00.000Z,MEM,99,NOP,90,FedEx Forum
831,2019-02-10T01:30:00.000Z,HOU,112,OKL,117,Toyota Center
832,2019-02-10T02:00:00.000Z,MIL,83,ORL,103,Fiserv Forum
833,2019-02-10T20:00:00.000Z,DAL,102,POR,101,American Airlines Center
834,2019-02-10T20:30:00.000Z,PHI,143,LAL,120,Wells Fargo Center
835,2019-02-10T23:00:00.000Z,SAC,117,PHX,104,Golden 1 Center
836,2019-02-11T00:30:00.000Z,ATL,108,ORL,124,State Farm Arena
837,2019-02-11T01:30:00.000Z,GSW,120,MIA,118,Oracle Arena
838,2019-02-12T00:00:00.000Z,CLE,107,NYK,104,Quicken Loans Arena
839,2019-02-12T00:00:00.000Z,DET,121,WAS,112,Little Caesars Arena
840,2019-02-12T00:00:00.000Z,IND,99,CHA,90,Bankers Life Fieldhouse
841,2019-02-12T00:30:00.000Z,TOR,127,BRO,125,Scotiabank Arena
842,2019-02-12T01:00:00.000Z,CHI,99,MIL,112,United Center
843,2019-02-12T01:00:00.000Z,HOU,120,DAL,104,Toyota Center
844,2019-02-12T01:00:00.000Z,MIN,130,LAC,120,Target Center
845,2019-02-12T01:00:00.000Z,OKL,120,POR,111,Chesapeake Energy Arena
846,2019-02-12T02:00:00.000Z,DEN,103,MIA,87,Pepsi Center
847,2019-02-13T00:30:00.000Z,ATL,117,LAL,113,State Farm Arena
848,2019-02-13T01:00:00.000Z,PHI,109,BOS,112,Wells Fargo Center
849,2019-02-13T01:00:00.000Z,MEM,107,SAS,108,FedEx Forum
850,2019-02-13T01:00:00.000Z,NOP,88,ORL,118,Smoothie King Center
851,2019-02-13T03:30:00.000Z,GSW,115,UTA,108,Oracle Arena
852,2019-02-14T00:00:00.000Z,CLE,139,BRO,148,Quicken Loans Arena
853,2019-02-14T00:00:00.000Z,IND,97,MIL,106,Bankers Life Fieldhouse
854,2019-02-14T00:30:00.000Z,BOS,118,DET,110,TD Garden
855,2019-02-14T00:30:00.000Z,NYK,111,PHI,126,Madison Square Garden
856,2019-02-14T00:30:00.000Z,TOR,129,WAS,120,Scotiabank Arena
857,2019-02-14T01:00:00.000Z,CHI,122,MEM,110,United Center
858,2019-02-14T01:00:00.000Z,MIN,121,HOU,111,Target Center
859,2019-02-14T01:30:00.000Z,DAL,101,MIA,112,American Airlines Center
860,2019-02-14T02:00:00.000Z,DEN,120,SAC,118,Pepsi Center
861,2019-02-14T03:30:00.000Z,POR,129,GSW,107,Moda Center
862,2019-02-14T03:30:00.000Z,LAC,134,PHX,107,Staples Center
863,2019-02-15T00:00:00.000Z,ORL,127,CHA,89,Amway Center
864,2019-02-15T00:30:00.000Z,ATL,91,NYK,106,State Farm Arena
865,2019-02-15T01:00:00.000Z,NOP,131,OKL,122,Smoothie King Center
866,2019-02-22T00:00:00.000Z,CLE,111,PHX,98,Quicken Loans Arena
867,2019-02-22T00:00:00.000Z,PHI,106,MIA,102,Wells Fargo Center
868,2019-02-22T00:30:00.000Z,BRO,99,POR,113,Barclays Center
869,2019-02-22T01:00:00.000Z,MIL,98,BOS,97,Fiserv Forum
870,2019-02-22T03:30:00.000Z,GSW,125,SAC,123,Oracle Arena
871,2019-02-22T03:30:00.000Z,LAL,111,HOU,106,Staples Center
872,2019-02-23T00:00:00.000Z,CHA,123,WAS,110,Spectrum Center
873,2019-02-23T00:00:00.000Z,IND,126,NOP,111,Bankers Life Fieldhouse
874,2019-02-23T00:00:00.000Z,ORL,109,CHI,110,Amway Center
875,2019-02-23T00:00:00.000Z,TOR,120,SAS,117,Scotiabank Arena
876,2019-02-23T00:30:00.000Z,ATL,122,DET,125,State Farm Arena
877,2019-02-23T00:30:00.000Z,NYK,104,MIN,115,Madison Square Garden
878,2019-02-23T01:00:00.000Z,MEM,106,LAC,112,FedEx Forum
879,2019-02-23T01:30:00.000Z,DAL,104,DEN,114,American Airlines Center
880,2019-02-23T02:30:00.000Z,OKL,148,UTA,147,Chesapeake Energy Arena
881,2019-02-23T18:00:00.000Z,PHI,115,POR,130,Wells Fargo Center
882,2019-02-24T00:00:00.000Z,ATL,120,PHX,112,State Farm Arena
883,2019-02-24T00:00:00.000Z,CHA,115,BRO,117,Spectrum Center
884,2019-02-24T00:00:00.000Z,CLE,112,MEM,107,Quicken Loans Arena
885,2019-02-24T00:00:00.000Z,WAS,112,IND,119,Capital One Arena
886,2019-02-24T00:00:00.000Z,NOP,128,LAL,115,Smoothie King Center
887,2019-02-24T00:30:00.000Z,MIA,96,DET,119,American Airlines Arena
888,2019-02-24T01:00:00.000Z,CHI,126,BOS,116,United Center
889,2019-02-24T01:00:00.000Z,OKL,116,SAC,119,Chesapeake Energy Arena
890,2019-02-24T01:30:00.000Z,MIL,140,MIN,128,Fiserv Forum
891,2019-02-24T01:30:00.000Z,GSW,112,HOU,118,Oracle Arena
892,2019-02-24T03:00:00.000Z,UTA,125,DAL,109,Vivint Smart Home Arena
893,2019-02-24T20:30:00.000Z,TOR,98,ORL,113,Scotiabank Arena
894,2019-02-24T22:00:00.000Z,DEN,123,LAC,96,Pepsi Center
895,2019-02-25T00:30:00.000Z,NYK,130,SAS,118,Madison Square Garden
896,2019-02-26T00:00:00.000Z,CHA,110,GSW,121,Spectrum Center
897,2019-02-26T00:00:00.000Z,CLE,110,POR,123,Quicken Loans Arena
898,2019-02-26T00:00:00.000Z,DET,113,IND,109,Little Caesars Arena
899,2019-02-26T00:30:00.000Z,BRO,101,SAS,85,Barclays Center
900,2019-02-26T00:30:00.000Z,MIA,121,PHX,124,American Airlines Arena
901,2019-02-26T01:00:00.000Z,CHI,106,MIL,117,United Center
902,2019-02-26T01:00:00.000Z,HOU,119,ATL,111,Toyota Center
903,2019-02-26T01:00:00.000Z,MEM,110,LAL,105,FedEx Forum
904,2019-02-26T01:00:00.000Z,MIN,112,SAC,105,Target Center
905,2019-02-26T01:00:00.000Z,NOP,110,PHI,111,Smoothie King Center
906,2019-02-26T03:30:00.000Z,LAC,121,DAL,112,Staples Center
907,2019-02-27T00:30:00.000Z,NYK,108,ORL,103,Madison Square Garden
908,2019-02-27T01:00:00.000Z,TOR,118,BOS,95,Scotiabank Arena
909,2019-02-27T03:30:00.000Z,DEN,121,OKL,112,Pepsi Center
910,2019-02-28T00:00:00.000Z,CHA,113,HOU,118,Spectrum Center
911,2019-02-28T00:30:00.000Z,ATL,131,MIN,123,State Farm Arena
912,2019-02-28T00:30:00.000Z,BRO,116,WAS,125,Barclays Center
913,2019-02-28T00:30:00.000Z,MIA,126,GSW,125,American Airlines Arena
914,2019-02-28T01:00:00.000Z,BOS,92,POR,97,TD Garden
915,2019-02-28T01:00:00.000Z,MEM,107,CHI,109,FedEx Forum
916,2019-02-28T01:30:00.000Z,SAS,105,DET,93,AT&T Center
917,2019-02-28T01:30:00.000Z,DAL,110,IND,101,American Airlines Center
918,2019-02-28T02:00:00.000Z,UTA,111,LAC,105,Vivint Smart Home Arena
919,2019-02-28T03:00:00.000Z,SAC,140,MIL,141,Golden 1 Center
920,2019-02-28T03:30:00.000Z,LAL,125,NOP,119,Staples Center
921,2019-03-01T00:00:00.000Z,IND,122,MIN,115,Bankers Life Fieldhouse
922,2019-03-01T00:00:00.000Z,ORL,103,GSW,96,Amway Center
923,2019-03-01T00:30:00.000Z,NYK,118,CLE,125,Madison Square Garden
924,2019-03-01T01:00:00.000Z,HOU,121,MIA,118,Toyota Center
925,2019-03-01T01:00:00.000Z,OKL,104,PHI,108,Chesapeake Energy Arena
926,2019-03-01T03:30:00.000Z,DEN,104,UTA,111,Pepsi Center
927,2019-03-02T00:30:00.000Z,ATL,161,CHI,168,State Farm Arena
928,2019-03-02T00:30:00.000Z,BRO,112,CHA,123,Barclays Center
929,2019-03-02T01:00:00.000Z,TOR,119,POR,117,Scotiabank Arena
930,2019-03-02T01:00:00.000Z,BOS,107,WAS,96,TD Garden
931,2019-03-02T02:00:00.000Z,PHX,116,NOP,130,Talking Stick Resort Arena
932,2019-03-02T03:00:00.000Z,SAC,109,LAC,116,Golden 1 Center
933,2019-03-02T03:30:00.000Z,LAL,120,MIL,131,Staples Center
934,2019-03-02T22:00:00.000Z,CLE,93,DET,129,Quicken Loans Arena
935,2019-03-03T00:00:00.000Z,IND,112,ORL,117,Bankers Life Fieldhouse
936,2019-03-03T00:30:00.000Z,MIA,117,BRO,88,American Airlines Arena
937,2019-03-03T01:30:00.000Z,PHI,117,GSW,120,Wells Fargo Center
938,2019-03-03T01:30:00.000Z,DAL,81,MEM,111,American Airlines Center
939,2019-03-03T01:30:00.000Z,SAS,116,OKL,102,AT&T Center
940,2019-03-03T02:00:00.000Z,DEN,112,NOP,120,Pepsi Center
941,2019-03-03T02:00:00.000Z,PHX,118,LAL,109,Talking Stick Resort Arena
942,2019-03-03T02:00:00.000Z,UTA,115,MIL,111,Vivint Smart Home Arena
943,2019-03-03T18:00:00.000Z,CHA,108,POR,118,Spectrum Center
944,2019-03-03T20:30:00.000Z,BOS,104,HOU,115,TD Garden
945,2019-03-03T20:30:00.000Z,CHI,118,ATL,123,United Center
946,2019-03-03T20:30:00.000Z,LAC,128,NYK,107,Staples Center
947,2019-03-03T23:00:00.000Z,CLE,107,ORL,93,Quicken Loans Arena
948,2019-03-03T23:00:00.000Z,DET,112,TOR,107,Little Caesars Arena
949,2019-03-03T23:00:00.000Z,WAS,135,MIN,121,Capital One Arena
950,2019-03-04T00:00:00.000Z,OKL,99,MEM,95,Chesapeake Energy Arena
951,2019-03-05T00:30:00.000Z,BRO,127,DAL,88,Barclays Center
952,2019-03-05T00:30:00.000Z,MIA,114,ATL,113,American Airlines Arena
953,2019-03-05T01:30:00.000Z,SAS,104,DEN,103,AT&T Center
954,2019-03-05T02:00:00.000Z,PHX,114,MIL,105,Talking Stick Resort Arena
955,2019-03-05T02:00:00.000Z,UTA,112,NOP,115,Vivint Smart Home Arena
956,2019-03-05T03:00:00.000Z,SAC,115,NYK,108,Golden 1 Center
957,2019-03-05T03:30:00.000Z,LAL,105,LAC,113,Staples Center
958,2019-03-06T00:00:00.000Z,IND,105,CHI,96,Bankers Life Fieldhouse
959,2019-03-06T00:00:00.000Z,PHI,114,ORL,106,Wells Fargo Center
960,2019-03-06T01:00:00.000Z,TOR,95,HOU,107,Scotiabank Arena
961,2019-03-06T01:00:00.000Z,MEM,120,POR,111,FedEx Forum
962,2019-03-06T01:00:00.000Z,MIN,131,OKL,120,Target Center
963,2019-03-06T03:30:00.000Z,GSW,95,BOS,128,Oracle Arena
964,2019-03-07T00:00:00.000Z,CHA,84,MIA,91,Spectrum Center
965,2019-03-07T00:00:00.000Z,DET,131,MIN,114,Little Caesars Arena
966,2019-03-07T00:00:00.000Z,WAS,132,DAL,123,Capital One Arena
967,2019-03-07T00:30:00.000Z,ATL,104,SAS,111,State Farm Arena
968,2019-03-07T00:30:00.000Z,BRO,113,CLE,107,Barclays Center
969,2019-03-07T01:00:00.000Z,CHI,108,PHI,107,United Center
970,2019-03-07T01:00:00.000Z,NOP,104,UTA,114,Smoothie King Center
971,2019-03-07T02:00:00.000Z,PHX,107,NYK,96,Talking Stick Resort Arena
972,2019-03-07T03:00:00.000Z,SAC,109,BOS,111,Golden 1 Center
973,2019-03-07T03:30:00.000Z,LAL,99,DEN,115,Staples Center
974,2019-03-08T01:00:00.000Z,MIL,117,IND,98,Fiserv Forum
975,2019-03-08T03:30:00.000Z,POR,121,OKL,129,Moda Center
976,2019-03-09T00:00:00.000Z,CHA,112,WAS,111,Spectrum Center
977,2019-03-09T00:00:00.000Z,ORL,111,DAL,106,Amway Center
978,2019-03-09T01:00:00.000Z,MIA,126,CLE,110,American Airlines Arena
979,2019-03-09T01:00:00.000Z,CHI,104,DET,112,United Center
980,2019-03-09T01:00:00.000Z,HOU,107,PHI,91,Toyota Center
981,2019-03-09T01:00:00.000Z,MEM,114,UTA,104,FedEx Forum
982,2019-03-09T01:00:00.000Z,NOP,104,TOR,127,Smoothie King Center
983,2019-03-09T03:30:00.000Z,GSW,122,DEN,105,Oracle Arena
984,2019-03-09T03:30:00.000Z,LAC,118,OKL,110,Staples Center
985,2019-03-09T17:00:00.000Z,NYK,94,SAC,102,Madison Square Garden
986,2019-03-10T00:00:00.000Z,ATL,112,BRO,114,State Farm Arena
987,2019-03-10T01:00:00.000Z,MIN,135,WAS,130,Target Center
988,2019-03-10T01:30:00.000Z,LAL,107,BOS,120,Staples Center
989,2019-03-10T02:00:00.000Z,MIL,131,CHA,114,Fiserv Forum
990,2019-03-10T03:00:00.000Z,POR,127,PHX,120,Moda Center
991,2019-03-10T16:00:00.000Z,DET,131,CHI,108,Little Caesars Arena
992,2019-03-10T19:30:00.000Z,MIA,104,TOR,125,American Airlines Arena
993,2019-03-10T19:30:00.000Z,PHI,106,IND,89,Wells Fargo Center
994,2019-03-10T22:00:00.000Z,ATL,128,NOP,116,State Farm Arena
995,2019-03-10T22:00:00.000Z,MEM,105,ORL,97,FedEx Forum
996,2019-03-10T23:00:00.000Z,DAL,93,HOU,94,American Airlines Center
997,2019-03-11T00:00:00.000Z,MIN,103,NYK,92,Target Center
998,2019-03-11T00:00:00.000Z,SAS,121,MIL,114,AT&T Center
999,2019-03-11T00:30:00.000Z,GSW,111,PHX,115,Oracle Arena
1000,2019-03-11T23:00:00.000Z,CLE,126,TOR,101,Quicken Loans Arena
1001,2019-03-11T23:00:00.000Z,WAS,121,SAC,115,Capital One Arena
1002,2019-03-11T23:30:00.000Z,BRO,103,DET,75,Barclays Center
1003,2019-03-12T00:00:00.000Z,HOU,118,CHA,106,Toyota Center
1004,2019-03-12T01:00:00.000Z,UTA,89,OKL,98,Vivint Smart Home Arena
1005,2019-03-12T02:30:00.000Z,LAC,140,BOS,115,Staples Center
1006,2019-03-12T23:00:00.000Z,IND,103,NYK,98,Bankers Life Fieldhouse
1007,2019-03-12T23:00:00.000Z,PHI,106,CLE,99,Wells Fargo Center
1008,2019-03-13T00:00:00.000Z,CHI,107,LAL,123,United Center
1009,2019-03-13T00:00:00.000Z,NOP,113,MIL,130,Smoothie King Center
1010,2019-03-13T00:00:00.000Z,DAL,105,SAS,112,American Airlines Center
1011,2019-03-13T02:30:00.000Z,DEN,133,MIN,107,Pepsi Center
1012,2019-03-13T02:30:00.000Z,LAC,104,POR,125,Staples Center
1013,2019-03-13T23:00:00.000Z,WAS,100,ORL,90,Capital One Arena
1014,2019-03-13T23:00:00.000Z,OKL,108,BRO,96,Chesapeake Energy Arena
1015,2019-03-13T23:30:00.000Z,MIA,108,DET,74,American Airlines Arena
1016,2019-03-13T23:30:00.000Z,ATL,132,MEM,111,State Farm Arena
1017,2019-03-14T01:30:00.000Z,HOU,104,GSW,106,Toyota Center
1018,2019-03-14T02:00:00.000Z,PHX,97,UTA,114,Talking Stick Resort Arena
1019,2019-03-14T23:00:00.000Z,IND,108,OKL,106,Bankers Life Fieldhouse
1020,2019-03-14T23:00:00.000Z,ORL,120,CLE,91,Amway Center
1021,2019-03-14T23:30:00.000Z,BOS,126,SAC,120,TD Garden
1022,2019-03-15T00:00:00.000Z,TOR,111,LAL,98,Scotiabank Arena
1023,2019-03-15T01:00:00.000Z,UTA,120,MIN,100,Vivint Smart Home Arena
1024,2019-03-15T02:30:00.000Z,DEN,100,DAL,99,Pepsi Center
1025,2019-03-15T23:00:00.000Z,DET,111,LAL,97,Little Caesars Arena
1026,2019-03-15T23:00:00.000Z,PHI,123,SAC,114,Wells Fargo Center
1027,2019-03-15T23:00:00.000Z,WAS,110,CHA,116,Capital One Arena
1028,2019-03-16T00:00:00.000Z,MIA,98,MIL,113,American Airlines Arena
1029,2019-03-16T00:00:00.000Z,HOU,108,PHX,102,Toyota Center
1030,2019-03-16T00:00:00.000Z,NOP,110,POR,122,Smoothie King Center
1031,2019-03-16T00:30:00.000Z,SAS,109,NYK,83,AT&T Center
1032,2019-03-16T02:30:00.000Z,LAC,128,CHI,121,Staples Center
1033,2019-03-16T16:30:00.000Z,BOS,129,ATL,120,TD Garden
1034,2019-03-16T23:00:00.000Z,WAS,135,MEM,128,Capital One Arena
1035,2019-03-16T23:00:00.000Z,NOP,136,PHX,138,Smoothie King Center
1036,2019-03-17T00:30:00.000Z,DAL,121,CLE,116,American Airlines Center
1037,2019-03-17T00:30:00.000Z,OKL,88,GSW,110,Chesapeake Energy Arena
1038,2019-03-17T00:30:00.000Z,SAS,108,POR,103,AT&T Center
1039,2019-03-17T01:00:00.000Z,DEN,102,IND,100,Pepsi Center
1040,2019-03-17T01:00:00.000Z,UTA,114,BRO,98,Vivint Smart Home Arena
1041,2019-03-17T16:00:00.000Z,NYK,124,LAL,123,Madison Square Garden
1042,2019-03-17T17:00:00.000Z,MIA,93,CHA,75,American Airlines Arena
1043,2019-03-17T19:30:00.000Z,MIL,125,PHI,130,Fiserv Forum
1044,2019-03-17T20:00:00.000Z,DET,110,TOR,107,Little Caesars Arena
1045,2019-03-17T22:00:00.000Z,ORL,101,ATL,91,Amway Center
1046,2019-03-17T22:00:00.000Z,SAC,129,CHI,102,Golden 1 Center
1047,2019-03-18T01:00:00.000Z,HOU,117,MIN,102,Toyota Center
1048,2019-03-18T01:00:00.000Z,LAC,119,BRO,116,Staples Center
1049,2019-03-18T23:00:00.000Z,CLE,126,DET,119,Quicken Loans Arena
1050,2019-03-18T23:00:00.000Z,WAS,95,UTA,116,Capital One Arena
1051,2019-03-18T23:30:00.000Z,BOS,105,DEN,114,TD Garden
1052,2019-03-18T23:30:00.000Z,TOR,128,NYK,92,Scotiabank Arena
1053,2019-03-19T00:00:00.000Z,OKL,107,MIA,116,Chesapeake Energy Arena
1054,2019-03-19T00:00:00.000Z,SAS,111,GSW,105,AT&T Center
1055,2019-03-19T00:30:00.000Z,DAL,125,NOP,129,American Airlines Center
1056,2019-03-19T02:00:00.000Z,PHX,101,CHI,116,Talking Stick Resort Arena
1057,2019-03-19T02:30:00.000Z,POR,106,IND,98,Moda Center
1058,2019-03-19T23:00:00.000Z,CHA,114,PHI,118,Spectrum Center
1059,2019-03-19T23:30:00.000Z,ATL,105,HOU,121,State Farm Arena
1060,2019-03-20T00:00:00.000Z,MIL,115,LAL,101,Fiserv Forum
1061,2019-03-20T00:00:00.000Z,MIN,107,GSW,117,Target Center
