GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,LEAGUE_ID,TEAM_ID,Conf,MIN_YEAR,MAX_YEAR,ABBREVIATION,NICKNAME,YEARFOUNDED,CITY,ARENA,ARENACAPACITY,OWNER,GENERALMANAGER,HEADCOACH,DLEAGUEAFFILIATION
1/13/2020,21900592,Final,1610612754,1610612755,2019,1610612754,101,0.384,0.8059999999999999,0.385,24,50,1610612755,95,0.41600000000000004,0.789,0.182,17,52,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
1/11/2020,21900581,Final,1610612742,1610612755,2019,1610612742,109,0.506,0.667,0.40700000000000003,22,54,1610612755,91,0.37799999999999995,0.667,0.243,22,43,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
1/3/2020,21900520,Final,1610612745,1610612755,2019,1610612745,118,0.47700000000000004,0.75,0.375,22,46,1610612755,108,0.457,0.72,0.222,32,44,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
12/31/2019,21900498,Final,1610612754,1610612755,2019,1610612754,115,0.488,0.769,0.44,35,38,1610612755,97,0.40700000000000003,0.85,0.207,24,47,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
12/28/2019,21900475,Final,1610612748,1610612755,2019,1610612748,117,0.447,0.7929999999999999,0.35700000000000004,26,43,1610612755,116,0.47200000000000003,0.759,0.33299999999999996,24,47,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
12/27/2019,21900468,Final,1610612753,1610612755,2019,1610612753,98,0.42,0.609,0.33299999999999996,26,48,1610612755,97,0.402,0.81,0.345,23,45,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
12/23/2019,21900445,Final,1610612765,1610612755,2019,1610612765,109,0.512,0.722,0.33299999999999996,27,30,1610612755,125,0.547,0.818,0.4,33,48,0,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
12/15/2019,21900391,Final,1610612751,1610612755,2019,1610612751,109,0.457,0.778,0.375,22,51,1610612755,89,0.43,0.588,0.192,19,38,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
12/12/2019,21900367,Final,1610612738,1610612755,2019,1610612738,109,0.462,0.8240000000000001,0.355,24,33,1610612755,115,0.5,0.826,0.5,27,45,0,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
12/5/2019,21900316,Final,1610612764,1610612755,2019,1610612764,119,0.456,0.813,0.40700000000000003,25,41,1610612755,113,0.532,0.75,0.46399999999999997,25,44,1,0,1610612755,East,1949,2019,PHI,76ers,1949,Philadelphia,Wells Fargo Center,,Joshua Harris,Elton Brand,Brett Brown,Delaware Blue Coats
3/1/2020,21900898,Final,1610612743,1610612761,2019,1610612743,133,0.5660000000000001,0.7,0.5,38,41,1610612761,118,0.461,0.897,0.263,24,36,1,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
2/12/2020,21900809,Final,1610612751,1610612761,2019,1610612751,101,0.409,0.8,0.257,27,55,1610612761,91,0.37799999999999995,0.769,0.302,21,42,1,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
2/7/2020,21900772,Final,1610612754,1610612761,2019,1610612754,106,0.45299999999999996,0.818,0.294,26,47,1610612761,115,0.47700000000000004,0.8240000000000001,0.447,28,39,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/31/2020,21900720,Final,1610612765,1610612761,2019,1610612765,92,0.354,0.735,0.306,18,45,1610612761,105,0.518,0.727,0.33299999999999996,26,42,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/30/2020,21900714,Final,1610612739,1610612761,2019,1610612739,109,0.467,0.857,0.361,23,52,1610612761,115,0.488,0.75,0.375,23,37,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/26/2020,21900686,Final,1610612759,1610612761,2019,1610612759,106,0.415,0.917,0.43200000000000005,27,48,1610612761,110,0.414,0.8,0.32,31,50,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/24/2020,21900672,Final,1610612752,1610612761,2019,1610612752,112,0.494,0.7140000000000001,0.361,26,46,1610612761,118,0.506,0.826,0.486,25,31,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/20/2020,21900640,Final,1610612737,1610612761,2019,1610612737,117,0.494,0.6970000000000001,0.364,26,50,1610612761,122,0.413,0.767,0.31,25,45,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/18/2020,21900632,Final,1610612750,1610612761,2019,1610612750,112,0.40399999999999997,0.815,0.28,34,49,1610612761,122,0.516,0.882,0.371,25,42,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/15/2020,21900609,Final,1610612760,1610612761,2019,1610612760,121,0.506,0.95,0.381,32,31,1610612761,130,0.612,0.733,0.556,33,36,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/8/2020,21900555,Final,1610612766,1610612761,2019,1610612766,110,0.442,0.731,0.405,30,50,1610612761,112,0.447,0.7,0.389,34,46,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/4/2020,21900524,Final,1610612751,1610612761,2019,1610612751,102,0.478,0.735,0.371,24,38,1610612761,121,0.45399999999999996,0.7140000000000001,0.406,21,43,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
1/2/2020,21900510,Final,1610612748,1610612761,2019,1610612748,84,0.40700000000000003,0.545,0.324,23,50,1610612761,76,0.315,0.8240000000000001,0.14300000000000002,20,48,1,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
12/28/2019,21900473,Final,1610612738,1610612761,2019,1610612738,97,0.397,0.778,0.21899999999999997,18,31,1610612761,113,0.524,0.647,0.41200000000000003,27,53,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
12/23/2019,21900446,Final,1610612754,1610612761,2019,1610612754,120,0.474,0.6,0.429,34,45,1610612761,115,0.457,0.75,0.275,30,50,1,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
12/18/2019,21900408,Final,1610612765,1610612761,2019,1610612765,99,0.44799999999999995,0.682,0.171,19,48,1610612761,112,0.429,0.875,0.371,27,47,0,0,1610612761,East,1995,2019,TOR,Raptors,1995,Toronto,Scotiabank Arena,19800.0,Maple Leaf Sports and Entertainment,Masai Ujiri,Nick Nurse,Raptors 905
